Id,Player Image,Player,Team,Runs,Mat,Inns,NO,HS,Avg,BF,SR,100,50,4s,6s,Team Logo
157,https://scores.iplt20.com/ipl/playerimages/Shivam%20Singh.png?v=1,Shivam Singh,PBKS,2,1,1,1,2,-,3,66.66,0,0,0,0,https://scores.iplt20.com/ipl/teamlogos/PBKS.png?v=1
158,https://scores.iplt20.com/ipl/playerimages/Naveen-Ul-Haq.png?v=1,Naveen-Ul-Haq,LSG,2,10,3,3,2,-,4,50,0,0,0,0,https://scores.iplt20.com/ipl/teamlogos/LSG.png?v=1
159,https://scores.iplt20.com/ipl/playerimages/B%20R%20Sharath.png?v=1,B R Sharath,GT,2,1,1,0,2,2,5,40,0,0,0,0,https://scores.iplt20.com/ipl/teamlogos/GT.png?v=1
160,https://scores.iplt20.com/ipl/playerimages/Vaibhav%20Arora.png?v=1,Vaibhav Arora,KKR,1,10,2,2,1,-,1,100,0,0,0,0,https://scores.iplt20.com/ipl/teamlogos/KKR.png?v=1
161,https://scores.iplt20.com/ipl/playerimages/Shams%20Mulani.png?v=1,Shams Mulani,MI,1,2,1,1,1,-,1,100,0,0,0,0,https://scores.iplt20.com/ipl/teamlogos/MI.png?v=1
162,https://scores.iplt20.com/ipl/playerimages/Lockie%20Ferguson.png?v=1,Lockie Ferguson,RCB,1,7,1,0,1,1,1,100,0,0,0,0,https://scores.iplt20.com/ipl/teamlogos/RCB.png?v=1
163,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,Lizaad Williams,DC,1,2,1,1,1,-,2,50,0,0,0,0,https://scores.iplt20.com/ipl/teamlogos/DC.png?v=1
164,https://scores.iplt20.com/ipl/playerimages/Keshav%20Maharaj.png?v=1,Keshav Maharaj,RR,1,2,1,0,1,1,2,50,0,0,0,0,https://scores.iplt20.com/ipl/teamlogos/RR.png?v=1
165,https://scores.iplt20.com/ipl/playerimages/Manav%20Suthar.png?v=1,Manav Suthar,GT,1,1,1,0,1,1,2,50,0,0,0,0,https://scores.iplt20.com/ipl/teamlogos/GT.png?v=1
166,https://scores.iplt20.com/ipl/playerimages/Vyshak%20Vijaykumar.png?v=1,Vyshak Vijaykumar,RCB,1,4,2,1,1,1,3,33.33,0,0,0,0,https://scores.iplt20.com/ipl/teamlogos/RCB.png?v=1
167,https://scores.iplt20.com/ipl/playerimages/Ishant%20Sharma.png?v=1,Ishant Sharma,DC,1,9,2,2,1,-,7,14.28,0,0,0,0,https://scores.iplt20.com/ipl/teamlogos/DC.png?v=1
