Player,Opponent Team,Venue,Avg Run,Avg Run WV,Strike Rate,Strike Rate WV,Economy,Economy WV,Wickets per Match,Wickets per Match WV,Bowling Avg,Bowling Avg WV,Win Percentage
DL Vettori,Kings XI Punjab,Newlands,10,1.6666666666666667,70,70,5.0,5.434782608695652,5.0,1.1666666666666667,3.0,17.857142857142858,33
DL Vettori,Kings XI Punjab,Feroz Shah Kotla,2.0,1.6666666666666667,50,55,6.75,5.434782608695652,0.0,1.1666666666666667,65,17.857142857142858,33
DL Vettori,Kings XI Punjab,OUTsurance Oval,1.0,1.6666666666666667,50,55,3.75,5.434782608695652,0.0,1.1666666666666667,65,17.857142857142858,33
DL Vettori,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2.0,1.6666666666666667,66,55,6.25,5.434782608695652,0.0,1.1666666666666667,65,17.857142857142858,33
DL Vettori,Kings XI Punjab,M Chinnaswamy Stadium,10,1.6666666666666667,70,70,5.375,5.434782608695652,1.0,1.1666666666666667,21.5,17.857142857142858,33
DL Vettori,Royal Challengers Bangalore,Feroz Shah Kotla,19.0,11.5,111,121,7.375,7.875,1.0,0.75,29.5,42.0,50
DL Vettori,Royal Challengers Bangalore,New Wanderers Stadium,4.0,11.5,200,121,8.0,7.875,0.0,0.75,65,42.0,50
DL Vettori,Royal Challengers Bangalore,St George's Park,10,11.5,70,70,8.75,7.875,1.0,0.75,35.0,42.0,50
DL Vettori,Deccan Chargers,SuperSport Park,10,3.0,70,70,8.666666666666666,7.857142857142857,1.0,0.5,26.0,55.0,40
DL Vettori,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",3.0,3.0,50,50,7.25,7.857142857142857,0.0,0.5,65,55.0,40
DL Vettori,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",10,10,70,70,4.75,4.625,3.0,1.5,6.333333333333333,12.333333333333334,50
DL Vettori,Mumbai Indians,M Chinnaswamy Stadium,10,10,70,70,4.5,4.625,0.0,1.5,65,12.333333333333334,50
DL Vettori,Chennai Super Kings,Wankhede Stadium,10,1.0,70,70,10.5,7.416666666666667,0.0,0.8333333333333334,65,35.6,40
DL Vettori,Chennai Super Kings,Kingsmead,10,1.0,70,70,7.75,7.416666666666667,3.0,0.8333333333333334,10.333333333333334,35.6,40
DL Vettori,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",1.0,1.0,75,75,7.5,7.416666666666667,0.0,0.8333333333333334,65,35.6,40
DL Vettori,Chennai Super Kings,M Chinnaswamy Stadium,10,1.0,70,70,3.75,7.416666666666667,2.0,0.8333333333333334,7.5,35.6,40
DL Vettori,Kolkata Knight Riders,Eden Gardens,8.0,12.0,145,150,7.333333333333333,7.333333333333333,1.3333333333333333,1.25,22.0,22.0,40
DL Vettori,Kolkata Knight Riders,M Chinnaswamy Stadium,20.0,12.0,153,150,7.333333333333333,7.333333333333333,1.0,1.25,22.0,22.0,40
DL Vettori,Kochi Tuskers Kerala,Nehru Stadium,10,10,70,70,4.25,5.125,1.0,1.5,17.0,13.666666666666666,100
DL Vettori,Kochi Tuskers Kerala,M Chinnaswamy Stadium,10,10,70,70,6.0,5.125,2.0,1.5,12.0,13.666666666666666,100
DL Vettori,Rajasthan Royals,Feroz Shah Kotla,10,15.0,70,70,8.75,7.857142857142857,1.0,0.5,35.0,55.0,40
DL Vettori,Rajasthan Royals,Sawai Mansingh Stadium,10,15.0,70,70,5.5,7.857142857142857,0.0,0.5,65,55.0,40
DL Vettori,Rajasthan Royals,SuperSport Park,29.0,15.0,103,100,16.0,7.857142857142857,0.0,0.5,65,55.0,40
DL Vettori,Rajasthan Royals,M Chinnaswamy Stadium,1.0,15.0,50,100,5.25,7.857142857142857,1.0,0.5,21.0,55.0,40
DL Vettori,Delhi Daredevils,Feroz Shah Kotla,18.0,10.5,85,80,6.5,6.875,2.0,1.5,13.0,18.333333333333332,100
DL Vettori,Delhi Daredevils,M Chinnaswamy Stadium,3.0,10.5,60,80,7.25,6.875,1.0,1.5,29.0,18.333333333333332,100
DL Vettori,Pune Warriors,M Chinnaswamy Stadium,10,10,70,70,7.125,7.125,1.0,1.0,28.5,28.5,100
Basil Thampi,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",13.0,13.0,162,162,10.5,10.5,0.0,0.0,65,65,40
Basil Thampi,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",10,11.0,70,70,12.0,9.818181818181818,1.0,1.3333333333333333,48.0,27.0,40
Basil Thampi,Kings XI Punjab,Saurashtra Cricket Association Stadium,11.0,11.0,91,91,11.25,9.818181818181818,1.0,1.3333333333333333,45.0,27.0,40
Basil Thampi,Kings XI Punjab,Rajiv Gandhi International Stadium,10,11.0,70,70,5.0,9.818181818181818,2.0,1.3333333333333333,7.5,27.0,40
Basil Thampi,Delhi Capitals,"Brabourne Stadium, Mumbai",10,1.0,70,70,9.75,10.125,3.0,1.5,13.0,27.0,40
Basil Thampi,Delhi Capitals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1.0,1.0,100,100,10.5,10.125,0.0,1.5,65,27.0,40
Basil Thampi,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",10,0.0,70,70,7.5,9.7,0.0,0.4,65,97.0,40
Basil Thampi,Royal Challengers Bangalore,M.Chinnaswamy Stadium,10,0.0,70,70,12.375,9.7,0.0,0.4,65,97.0,40
Basil Thampi,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,0.0,0.0,0,0,7.75,9.7,1.0,0.4,31.0,97.0,40
Basil Thampi,Royal Challengers Bangalore,M Chinnaswamy Stadium,10,0.0,70,70,8.5,9.7,1.0,0.4,34.0,97.0,40
Basil Thampi,Mumbai Indians,Wankhede Stadium,3.0,2.5,50,50,8.2,7.928571428571429,0.6666666666666666,1.5,41.0,18.5,50
Basil Thampi,Mumbai Indians,Saurashtra Cricket Association Stadium,2.0,2.5,50,50,7.25,7.928571428571429,4.0,1.5,7.25,18.5,50
Basil Thampi,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",10,10,70,70,5.0,9.545454545454545,0.0,1.0,65,35.0,33
Basil Thampi,Kolkata Knight Riders,Sheikh Zayed Stadium,10,10,70,70,11.5,9.545454545454545,1.0,1.0,46.0,35.0,33
Basil Thampi,Kolkata Knight Riders,Eden Gardens,10,10,70,70,11.0,9.545454545454545,2.0,1.0,22.0,35.0,33
Basil Thampi,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",10,10,70,70,26.0,17.333333333333332,0.0,0.5,65,52.0,50
Basil Thampi,Rajasthan Royals,Sawai Mansingh Stadium,10,10,70,70,13.0,17.333333333333332,1.0,0.5,26.0,52.0,50
Basil Thampi,Delhi Daredevils,Feroz Shah Kotla,10,10,70,70,10.25,10.75,1.0,1.5,41.0,28.666666666666668,40
Basil Thampi,Delhi Daredevils,Green Park,10,10,70,70,11.25,10.75,2.0,1.5,22.5,28.666666666666668,40
Basil Thampi,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,2.0,2.0,40,40,8.75,8.0,2.0,1.0,17.5,28.0,40
Basil Thampi,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,10,2.0,70,70,7.0,8.0,0.0,1.0,65,28.0,40
Basil Thampi,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",10,10,70,70,12.0,12.0,2.0,2.0,24.0,24.0,40
LPC Silva,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",23.0,23.0,229,229,16,16,0,0,65,65,40
LPC Silva,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",0.0,0.0,0,0,21.0,21.0,0.0,0.0,65,65,40
LPC Silva,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",17.0,17.0,113,113,16,16,0,0,65,65,40
Shahbaz Ahmed,Sunrisers Hyderabad,"Zayed Cricket Stadium, Abu Dhabi",14.0,11.666666666666666,155,109,5.25,7.818181818181818,0.0,1.0,65,21.5,33
Shahbaz Ahmed,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",7.0,11.666666666666666,53,109,16,7.818181818181818,0,1.0,65,21.5,33
Shahbaz Ahmed,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",14.0,11.666666666666666,140,109,3.5,7.818181818181818,3.0,1.0,2.3333333333333335,21.5,33
Shahbaz Ahmed,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",10,11.666666666666666,70,70,10.0,7.818181818181818,0.0,1.0,65,21.5,33
Shahbaz Ahmed,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",10,11.666666666666666,70,70,12.666666666666666,7.818181818181818,1.0,1.0,38.0,21.5,33
Shahbaz Ahmed,Delhi Capitals,Sheikh Zayed Stadium,1.0,17.666666666666668,100,132,6.75,8.142857142857142,2.0,0.6666666666666666,13.5,28.5,66
Shahbaz Ahmed,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",20.0,17.666666666666668,142,132,11.0,8.142857142857142,0.0,0.6666666666666666,65,28.5,66
Shahbaz Ahmed,Delhi Capitals,"Wankhede Stadium, Mumbai",32.0,17.666666666666668,128,132,9.5,8.142857142857142,0.0,0.6666666666666666,65,28.5,66
Shahbaz Ahmed,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",10,1.0,70,70,9.5,11.0,0.0,0.0,65,65,100
Shahbaz Ahmed,Mumbai Indians,Dubai International Cricket Stadium,1.0,1.0,33,33,16,11.0,0,0.0,65,65,100
Shahbaz Ahmed,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,1.0,33,33,14.0,11.0,0.0,0.0,65,65,100
Shahbaz Ahmed,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",41.0,18.0,136,128,9.0,9.0,0.0,0.5,65,45.0,33
Shahbaz Ahmed,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",1.0,18.0,50,128,9.0,9.0,1.0,0.5,27.0,45.0,33
Shahbaz Ahmed,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",12.0,18.0,120,128,16,9.0,0,0.5,65,45.0,33
Shahbaz Ahmed,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",26.0,26.0,104,104,6.5,8.88888888888889,0.0,0.0,65,65,100
Shahbaz Ahmed,Lucknow Super Giants,"Eden Gardens, Kolkata",10,26.0,70,70,9.75,8.88888888888889,0.0,0.0,65,65,100
Shahbaz Ahmed,Lucknow Super Giants,"M Chinnaswamy Stadium, Bengaluru",10,26.0,70,70,15.0,8.88888888888889,0.0,0.0,65,65,100
Shahbaz Ahmed,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",27.0,10.75,128,93,16.0,15.666666666666666,0.0,0.0,65,65,25
Shahbaz Ahmed,Kolkata Knight Riders,Sharjah Cricket Stadium,13.0,10.75,86,93,16,15.666666666666666,0,0.0,65,65,25
Shahbaz Ahmed,Kolkata Knight Riders,"Eden Gardens, Kolkata",1.0,10.75,20,93,6.0,15.666666666666666,0.0,0.0,65,65,25
Shahbaz Ahmed,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bengaluru",2.0,10.75,40,93,25.0,15.666666666666666,0.0,0.0,65,65,25
Shahbaz Ahmed,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",17.0,19.0,62,110,11.666666666666666,10.88888888888889,0.0,0.5,65,49.0,50
Shahbaz Ahmed,Rajasthan Royals,Dubai International Cricket Stadium,10,19.0,70,70,7.0,10.88888888888889,1.0,0.5,14.0,49.0,50
Shahbaz Ahmed,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",12.0,19.0,120,110,17.5,10.88888888888889,0.0,0.5,65,49.0,50
Shahbaz Ahmed,Rajasthan Royals,"M Chinnaswamy Stadium, Bengaluru",2.0,19.0,50,110,16,10.88888888888889,0,0.5,65,49.0,50
Shahbaz Ahmed,Rajasthan Royals,"Wankhede Stadium, Mumbai",45.0,19.0,160,110,16,10.88888888888889,0,0.5,65,49.0,50
Shahbaz Ahmed,Gujarat Titans,"Brabourne Stadium, Mumbai",2.0,2.0,100,100,8.666666666666666,8.2,2.0,1.0,13.0,20.5,40
Shahbaz Ahmed,Gujarat Titans,"Wankhede Stadium, Mumbai",10,2.0,70,70,7.5,8.2,0.0,1.0,65,20.5,40
Shahbaz Ahmed,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",10,7.5,70,70,6.0,8.6,0.0,0.75,65,28.666666666666668,50
Shahbaz Ahmed,Punjab Kings,Sharjah Cricket Stadium,8.0,7.5,200,93,9.666666666666666,8.6,1.0,0.75,29.0,28.666666666666668,50
Shahbaz Ahmed,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",8.0,7.5,72,93,5.5,8.6,1.0,0.75,11.0,28.666666666666668,50
Shahbaz Ahmed,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",5.0,7.5,166,93,16,8.6,0,0.75,65,28.666666666666668,50
Shahbaz Ahmed,Punjab Kings,"Brabourne Stadium, Mumbai",9.0,7.5,64,93,10.0,8.6,1.0,0.75,40.0,28.666666666666668,50
R Dravid,Sunrisers Hyderabad,Feroz Shah Kotla,12.0,24.333333333333332,120,104,16,16,0,0,65,65,66
R Dravid,Sunrisers Hyderabad,Sawai Mansingh Stadium,36.0,24.333333333333332,100,104,16,16,0,0,65,65,66
R Dravid,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",25.0,24.333333333333332,104,104,16,16,0,0,65,65,66
R Dravid,Kings XI Punjab,Sawai Mansingh Stadium,18.5,25.0,102,111,16,16,0,0,65,65,50
R Dravid,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",21.75,25.0,110,111,16,16,0,0,65,65,50
R Dravid,Kings XI Punjab,Kingsmead,10.0,25.0,76,111,16,16,0,0,65,65,50
R Dravid,Kings XI Punjab,M Chinnaswamy Stadium,66.0,25.0,129,111,16,16,0,0,65,65,50
R Dravid,Royal Challengers Bangalore,Sawai Mansingh Stadium,39.0,35.4,127,114,16,16,0,0,65,65,40
R Dravid,Royal Challengers Bangalore,M Chinnaswamy Stadium,30.0,35.4,95,114,16,16,0,0,65,65,40
R Dravid,Deccan Chargers,Newlands,48.0,30.818181818181817,177,120,16,16,0,0,65,65,54
R Dravid,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",49.0,30.818181818181817,136,120,16,16,0,0,65,65,54
R Dravid,Deccan Chargers,Sawai Mansingh Stadium,42.0,30.818181818181817,155,120,16,16,0,0,65,65,54
R Dravid,Deccan Chargers,New Wanderers Stadium,9.0,30.818181818181817,69,120,16,16,0,0,65,65,54
R Dravid,Deccan Chargers,Dr DY Patil Sports Academy,35.0,30.818181818181817,116,120,16,16,0,0,65,65,54
R Dravid,Deccan Chargers,SuperSport Park,6.0,30.818181818181817,66,120,16,16,0,0,65,65,54
R Dravid,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",32.666666666666664,30.818181818181817,104,120,16,16,0,0,65,65,54
R Dravid,Deccan Chargers,M Chinnaswamy Stadium,26.0,30.818181818181817,115,120,16,16,0,0,65,65,54
R Dravid,Mumbai Indians,Sawai Mansingh Stadium,5.0,17.727272727272727,45,98,16,16,0,0,65,65,27
R Dravid,Mumbai Indians,Wankhede Stadium,20.5,17.727272727272727,107,98,16,16,0,0,65,65,27
R Dravid,Mumbai Indians,Dr DY Patil Sports Academy,23.0,17.727272727272727,100,98,16,16,0,0,65,65,27
R Dravid,Mumbai Indians,Eden Gardens,43.0,17.727272727272727,116,98,16,16,0,0,65,65,27
R Dravid,Mumbai Indians,St George's Park,10.0,17.727272727272727,76,98,16,16,0,0,65,65,27
R Dravid,Mumbai Indians,M Chinnaswamy Stadium,13.5,17.727272727272727,100,98,16,16,0,0,65,65,27
R Dravid,Chennai Super Kings,Sawai Mansingh Stadium,15.333333333333334,23.083333333333332,83,105,16,16,0,0,65,65,41
R Dravid,Chennai Super Kings,New Wanderers Stadium,44.0,23.083333333333332,112,105,16,16,0,0,65,65,41
R Dravid,Chennai Super Kings,St George's Park,20.0,23.083333333333332,111,105,16,16,0,0,65,65,41
R Dravid,Chennai Super Kings,Kingsmead,8.0,23.083333333333332,100,105,16,16,0,0,65,65,41
R Dravid,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",36.25,23.083333333333332,112,105,16,16,0,0,65,65,41
R Dravid,Chennai Super Kings,M Chinnaswamy Stadium,7.0,23.083333333333332,107,105,16,16,0,0,65,65,41
R Dravid,Kolkata Knight Riders,Sawai Mansingh Stadium,26.0,20.4,97,108,16,16,0,0,65,65,40
R Dravid,Kolkata Knight Riders,SuperSport Park,12.0,20.4,92,108,16,16,0,0,65,65,40
R Dravid,Kolkata Knight Riders,Eden Gardens,15.0,20.4,105,108,16,16,0,0,65,65,40
R Dravid,Kolkata Knight Riders,M Chinnaswamy Stadium,27.0,20.4,142,108,16,16,0,0,65,65,40
R Dravid,Kochi Tuskers Kerala,Holkar Cricket Stadium,1.0,22.5,25,107,16,16,0,0,65,65,50
R Dravid,Kochi Tuskers Kerala,Sawai Mansingh Stadium,44.0,22.5,115,107,16,16,0,0,65,65,50
R Dravid,Rajasthan Royals,Newlands,66.0,29.2,132,155,16,16,0,0,65,65,40
R Dravid,Rajasthan Royals,Sawai Mansingh Stadium,40.0,29.2,195,155,16,16,0,0,65,65,40
R Dravid,Rajasthan Royals,SuperSport Park,0.0,29.2,0,155,16,16,0,0,65,65,40
R Dravid,Rajasthan Royals,M Chinnaswamy Stadium,0.0,29.2,0,155,16,16,0,0,65,65,40
R Dravid,Delhi Daredevils,Feroz Shah Kotla,39.25,35.3,119,116,16,16,0,0,65,65,40
R Dravid,Delhi Daredevils,Sawai Mansingh Stadium,49.333333333333336,35.3,116,116,16,16,0,0,65,65,40
R Dravid,Delhi Daredevils,New Wanderers Stadium,38.0,35.3,111,116,16,16,0,0,65,65,40
R Dravid,Delhi Daredevils,M Chinnaswamy Stadium,5.0,35.3,83,116,16,16,0,0,65,65,40
R Dravid,Pune Warriors,Sawai Mansingh Stadium,32.333333333333336,33.0,119,113,16,16,0,0,65,65,80
R Dravid,Pune Warriors,Subrata Roy Sahara Stadium,34.0,33.0,106,113,16,16,0,0,65,65,80
BW Hilfenhaus,Sunrisers Hyderabad,Sharjah Cricket Stadium,10,10,70,70,8.75,8.75,2.0,2.0,17.5,17.5,100
BW Hilfenhaus,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,10,10,70,70,5.25,7.25,1.0,1.0,21.0,29.0,40
BW Hilfenhaus,Kings XI Punjab,Barabati Stadium,10,10,70,70,9.25,7.25,1.0,1.0,37.0,29.0,40
BW Hilfenhaus,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",10,10,70,70,7.75,7.75,1.0,1.0,31.0,31.0,100
BW Hilfenhaus,Mumbai Indians,Dubai International Cricket Stadium,10,10,70,70,10.0,9.916666666666666,2.0,1.6666666666666667,20.0,23.8,66
BW Hilfenhaus,Mumbai Indians,Wankhede Stadium,10,10,70,70,8.5,9.916666666666666,2.0,1.6666666666666667,17.0,23.8,66
BW Hilfenhaus,Mumbai Indians,M Chinnaswamy Stadium,10,10,70,70,11.25,9.916666666666666,1.0,1.6666666666666667,45.0,23.8,66
BW Hilfenhaus,Kolkata Knight Riders,JSCA International Stadium Complex,10,10,70,70,8.666666666666666,9.0,1.0,1.0,26.0,29.25,50
BW Hilfenhaus,Kolkata Knight Riders,Eden Gardens,10,10,70,70,10.833333333333334,9.0,0.5,1.0,65.0,29.25,50
BW Hilfenhaus,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",10,10,70,70,6.5,9.0,2.0,1.0,13.0,29.25,50
BW Hilfenhaus,Rajasthan Royals,Dubai International Cricket Stadium,10,10,70,70,8.0,5.625,1.0,1.5,32.0,15.0,100
BW Hilfenhaus,Rajasthan Royals,Sawai Mansingh Stadium,10,10,70,70,3.25,5.625,2.0,1.5,6.5,15.0,100
BW Hilfenhaus,Delhi Daredevils,Sheikh Zayed Stadium,10,10,70,70,4.5,7.076923076923077,1.0,1.5,9.0,15.333333333333334,100
BW Hilfenhaus,Delhi Daredevils,Feroz Shah Kotla,10,10,70,70,9.5,7.076923076923077,1.0,1.5,38.0,15.333333333333334,100
BW Hilfenhaus,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",10,10,70,70,6.428571428571429,7.076923076923077,2.0,1.5,11.25,15.333333333333334,100
Sanvir Singh,Mumbai Indians,"Wankhede Stadium, Mumbai",4.0,4.0,133,133,16,16,0,0,65,65,40
Sanvir Singh,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",7.0,7.0,116,116,16,16,0,0,65,65,40
Duan Jansen,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",10,10,70,70,13.25,13.25,1.0,1.0,53.0,53.0,100
S Rana,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",12.0,12.0,171,171,16,16,0,0,65,65,40
S Rana,Kings XI Punjab,M Chinnaswamy Stadium,18.0,18.0,112,112,16,16,0,0,65,65,40
S Rana,Chennai Super Kings,JSCA International Stadium Complex,1.0,3.0,50,75,9.0,8.0,0.0,0.0,65,65,50
S Rana,Chennai Super Kings,M Chinnaswamy Stadium,5.0,3.0,83,75,7.0,8.0,0.0,0.0,65,65,50
S Rana,Kolkata Knight Riders,Dr DY Patil Sports Academy,18.0,18.5,112,132,2.0,2.0,0.0,0.0,65,65,40
S Rana,Kolkata Knight Riders,Eden Gardens,19.0,18.5,158,132,16,2.0,0,0.0,65,65,40
S Rana,Rajasthan Royals,Sheikh Zayed Stadium,3.0,3.0,33,33,16,16,0,0,65,65,40
S Rana,Delhi Daredevils,M Chinnaswamy Stadium,15.0,15.0,107,107,16,16,0,0,65,65,100
N Jagadeesan,Sunrisers Hyderabad,"Eden Gardens, Kolkata",36.0,36.0,171,171,16,16,0,0,65,65,40
N Jagadeesan,Royal Challengers Bangalore,Dubai International Cricket Stadium,33.0,30.0,110,100,16,16,0,0,65,65,50
N Jagadeesan,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",27.0,30.0,90,100,16,16,0,0,65,65,50
N Jagadeesan,Mumbai Indians,Sharjah Cricket Stadium,0.0,0.0,0,0,16,16,0,0,65,65,40
N Jagadeesan,Mumbai Indians,"Wankhede Stadium, Mumbai",0.0,0.0,0,0,16,16,0,0,65,65,40
N Jagadeesan,Chennai Super Kings,"Eden Gardens, Kolkata",1.0,1.0,33,33,16,16,0,0,65,65,40
N Jagadeesan,Rajasthan Royals,"Brabourne Stadium, Mumbai",1.0,1.0,25,25,16,16,0,0,65,65,40
N Jagadeesan,Gujarat Titans,"Eden Gardens, Kolkata",19.0,21.333333333333332,118,106,16,16,0,0,65,65,33
N Jagadeesan,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",6.0,21.333333333333332,75,106,16,16,0,0,65,65,33
N Jagadeesan,Gujarat Titans,"Wankhede Stadium, Mumbai",39.0,21.333333333333332,108,106,16,16,0,0,65,65,33
SC Kuggeleijn,Kings XI Punjab,MA Chidambaram Stadium,10,10,70,70,9.25,9.25,2.0,2.0,18.5,18.5,100
SC Kuggeleijn,Kolkata Knight Riders,MA Chidambaram Stadium,10,10,70,70,8.5,8.5,0.0,0.0,65,65,100
KS Sharma,Chennai Super Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",9.0,9.0,56,56,16,16,0,0,65,65,40
KS Sharma,Kolkata Knight Riders,"Eden Gardens, Kolkata",3.0,3.0,60,60,16,16,0,0,65,65,100
KS Sharma,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",4.0,4.0,100,100,16,16,0,0,65,65,40
SR Watson,Sunrisers Hyderabad,Brabourne Stadium,12.0,31.444444444444443,100,141,12.0,9.787878787878787,2.0,1.1818181818181819,18.0,24.846153846153847,55
SR Watson,Sunrisers Hyderabad,Dubai International Cricket Stadium,21.5,31.444444444444443,97,141,16,9.787878787878787,0,1.1818181818181819,65,24.846153846153847,55
SR Watson,Sunrisers Hyderabad,Sheikh Zayed Stadium,3.0,31.444444444444443,42,141,16,9.787878787878787,0,1.1818181818181819,65,24.846153846153847,55
SR Watson,Sunrisers Hyderabad,Feroz Shah Kotla,24.0,31.444444444444443,160,141,8.0,9.787878787878787,2.0,1.1818181818181819,16.0,24.846153846153847,55
SR Watson,Sunrisers Hyderabad,Sawai Mansingh Stadium,98.0,31.444444444444443,184,141,9.0,9.787878787878787,0.0,1.1818181818181819,65,24.846153846153847,55
SR Watson,Sunrisers Hyderabad,Wankhede Stadium,58.5,31.444444444444443,180,141,16,9.787878787878787,0,1.1818181818181819,65,24.846153846153847,55
SR Watson,Sunrisers Hyderabad,MA Chidambaram Stadium,96.0,31.444444444444443,177,141,16,9.787878787878787,0,1.1818181818181819,65,24.846153846153847,55
SR Watson,Sunrisers Hyderabad,"Sardar Patel Stadium, Motera",11.0,31.444444444444443,100,141,7.0,9.787878787878787,3.0,1.1818181818181819,4.666666666666667,24.846153846153847,55
SR Watson,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,57.0,31.444444444444443,162,141,8.0,9.787878787878787,0.0,1.1818181818181819,65,24.846153846153847,55
SR Watson,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,20.0,31.444444444444443,88,141,11.5,9.787878787878787,0.0,1.1818181818181819,65,24.846153846153847,55
SR Watson,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",11.666666666666666,31.444444444444443,85,141,9.3,9.787878787878787,1.0,1.1818181818181819,31.0,24.846153846153847,55
SR Watson,Sunrisers Hyderabad,M Chinnaswamy Stadium,15.0,31.444444444444443,166,141,11.375,9.787878787878787,1.5,1.1818181818181819,30.333333333333332,24.846153846153847,55
SR Watson,Kings XI Punjab,Holkar Cricket Stadium,1.0,26.41176470588235,25,132,14.5,7.7317073170731705,0.0,1.1538461538461537,65,21.133333333333333,47
SR Watson,Kings XI Punjab,Sharjah Cricket Stadium,50.0,26.41176470588235,166,132,16,7.7317073170731705,0,1.1538461538461537,65,21.133333333333333,47
SR Watson,Kings XI Punjab,Dubai International Cricket Stadium,83.0,26.41176470588235,143,132,16,7.7317073170731705,0,1.1538461538461537,65,21.133333333333333,47
SR Watson,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,9.0,26.41176470588235,81,132,7.5,7.7317073170731705,1.0,1.1538461538461537,15.0,21.133333333333333,47
SR Watson,Kings XI Punjab,Sawai Mansingh Stadium,54.0,26.41176470588235,150,132,7.375,7.7317073170731705,0.5,1.1538461538461537,59.0,21.133333333333333,47
SR Watson,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",22.6,26.41176470588235,143,132,7.166666666666667,7.7317073170731705,1.6,1.1538461538461537,16.125,21.133333333333333,47
SR Watson,Kings XI Punjab,MA Chidambaram Stadium,26.0,26.41176470588235,104,132,16,7.7317073170731705,0,1.1538461538461537,65,21.133333333333333,47
SR Watson,Kings XI Punjab,"Sardar Patel Stadium, Motera",45.0,26.41176470588235,115,132,13.0,7.7317073170731705,0.0,1.1538461538461537,65,21.133333333333333,47
SR Watson,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",1.0,26.41176470588235,33,132,5.5,7.7317073170731705,2.0,1.1538461538461537,11.0,21.133333333333333,47
SR Watson,Kings XI Punjab,M Chinnaswamy Stadium,2.0,26.41176470588235,50,132,8.333333333333334,7.7317073170731705,1.5,1.1538461538461537,16.666666666666668,21.133333333333333,47
SR Watson,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,1.0,18.5,100,264,7.75,7.0,2.0,2.5,15.5,11.2,100
