Player,Opponent Team,Venue,Avg Run,Avg Run WV,Strike Rate,Strike Rate WV,Economy,Economy WV,Wickets per Match,Wickets per Match WV,Bowling Avg,Bowling Avg WV,Win Percentage
Mustafizur Rahman,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",10,4.5,70,70,8.25,9.047619047619047,1.0,1.1666666666666667,33.0,27.142857142857142,40
Mustafizur Rahman,Chennai Super Kings,"Zayed Cricket Stadium, Abu Dhabi",10,0.0,70,70,12.75,10.666666666666666,0.0,1.3333333333333333,65,32.0,40
Mustafizur Rahman,Chennai Super Kings,Wankhede Stadium,10,0.0,70,70,10.0,10.666666666666666,1.0,1.3333333333333333,40.0,32.0,40
Mustafizur Rahman,Chennai Super Kings,"Wankhede Stadium, Mumbai",0.0,0.0,0,0,9.25,10.666666666666666,3.0,1.3333333333333333,12.333333333333334,32.0,40
Mustafizur Rahman,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",10,10,70,70,6.5,7.875,0.0,0.0,65,65,40
Mustafizur Rahman,Lucknow Super Giants,"Wankhede Stadium, Mumbai",10,10,70,70,9.25,7.875,0.0,0.0,65,65,40
Mustafizur Rahman,Kolkata Knight Riders,Sharjah Cricket Stadium,0.0,0.0,0,0,8.0,6.642857142857143,0.0,1.0,65,26.571428571428573,40
Mustafizur Rahman,Kolkata Knight Riders,"Brabourne Stadium, Mumbai",10,0.0,70,70,5.25,6.642857142857143,0.0,1.0,65,26.571428571428573,40
Mustafizur Rahman,Kolkata Knight Riders,Feroz Shah Kotla,10,0.0,70,70,7.5,6.642857142857143,0.0,1.0,65,26.571428571428573,40
Mustafizur Rahman,Kolkata Knight Riders,Eden Gardens,10,0.0,70,70,8.0,6.642857142857143,1.0,1.0,32.0,26.571428571428573,40
Mustafizur Rahman,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",10,0.0,70,70,5.25,6.642857142857143,2.5,1.0,8.4,26.571428571428573,40
Mustafizur Rahman,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",10,0.0,70,70,7.25,6.642857142857143,1.0,1.0,29.0,26.571428571428573,40
Mustafizur Rahman,Rajasthan Royals,Sawai Mansingh Stadium,10,10,70,70,8.75,9.75,1.0,1.0,35.0,39.0,40
Mustafizur Rahman,Rajasthan Royals,"Wankhede Stadium, Mumbai",10,10,70,70,10.75,9.75,1.0,1.0,43.0,39.0,40
Mustafizur Rahman,Delhi Daredevils,Wankhede Stadium,10,10,70,70,6.5,7.6875,1.0,0.75,26.0,41.0,40
Mustafizur Rahman,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,10,10,70,70,6.0,7.6875,1.0,0.75,24.0,41.0,40
Mustafizur Rahman,Delhi Daredevils,Arun Jaitley Stadium,10,10,70,70,8.5,7.6875,1.0,0.75,34.0,41.0,40
Mustafizur Rahman,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",10,10,70,70,9.75,7.6875,0.0,0.75,65,41.0,40
Mustafizur Rahman,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",3.0,3.0,60,60,6.5,6.5,3.0,3.0,8.666666666666666,8.666666666666666,40
Mustafizur Rahman,Punjab Kings,Dubai International Cricket Stadium,10,10,70,70,7.5,8.583333333333334,0.0,0.6666666666666666,65,51.5,66
Mustafizur Rahman,Punjab Kings,"Brabourne Stadium, Mumbai",10,10,70,70,7.0,8.583333333333334,2.0,0.6666666666666666,14.0,51.5,66
Mustafizur Rahman,Punjab Kings,"Wankhede Stadium, Mumbai",10,10,70,70,11.25,8.583333333333334,0.0,0.6666666666666666,65,51.5,66
P Dogra,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",5.0,5.0,62,62,16,16,0,0,65,65,40
P Dogra,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",1.0,1.0,100,100,16,16,0,0,65,65,100
P Dogra,Royal Challengers Bangalore,M Chinnaswamy Stadium,3.0,3.0,42,42,16,16,0,0,65,65,50
P Dogra,Mumbai Indians,Brabourne Stadium,41.0,41.0,136,136,16,16,0,0,65,65,40
P Dogra,Chennai Super Kings,"Sardar Patel Stadium, Motera",5.0,5.0,166,166,16,16,0,0,65,65,100
P Dogra,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",6.0,5.0,66,60,16,16,0,0,65,65,50
P Dogra,Kolkata Knight Riders,"Sardar Patel Stadium, Motera",0.0,5.0,0,60,16,16,0,0,65,65,50
P Dogra,Kolkata Knight Riders,Eden Gardens,7.0,5.0,60,60,16,16,0,0,65,65,50
P Dogra,Delhi Daredevils,Feroz Shah Kotla,20.0,24.5,80,94,16,16,0,0,65,65,40
P Dogra,Delhi Daredevils,"Sardar Patel Stadium, Motera",29.0,24.5,107,94,16,16,0,0,65,65,40
HF Gurney,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,10,10,70,70,8.0,8.0,0.0,0.0,65,65,40
HF Gurney,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,10,10,70,70,10.5,10.5,1.0,1.0,42.0,42.0,100
HF Gurney,Royal Challengers Bangalore,Eden Gardens,10,10,70,70,10.5,10.5,1.0,1.0,42.0,42.0,40
HF Gurney,Mumbai Indians,Wankhede Stadium,10,10,70,70,6.666666666666667,8.142857142857142,0.0,1.0,65,28.5,50
HF Gurney,Mumbai Indians,Eden Gardens,10,10,70,70,9.25,8.142857142857142,2.0,1.0,18.5,28.5,50
HF Gurney,Chennai Super Kings,MA Chidambaram Stadium,1.0,1.0,20,20,10.0,9.5,0.0,0.5,65,57.0,40
HF Gurney,Chennai Super Kings,Eden Gardens,10,1.0,70,70,9.25,9.5,1.0,0.5,37.0,57.0,40
HF Gurney,Rajasthan Royals,Sawai Mansingh Stadium,10,10,70,70,6.25,6.25,2.0,2.0,12.5,12.5,100
MC Juneja,Sunrisers Hyderabad,Feroz Shah Kotla,15.0,15.0,68,68,16,16,0,0,65,65,40
MC Juneja,Kings XI Punjab,Feroz Shah Kotla,14.0,14.0,70,70,16,16,0,0,65,65,40
MC Juneja,Royal Challengers Bangalore,M Chinnaswamy Stadium,17.0,17.0,94,94,16,16,0,0,65,65,40
MC Juneja,Mumbai Indians,Wankhede Stadium,49.0,49.0,116,116,16,16,0,0,65,65,40
MC Juneja,Chennai Super Kings,Feroz Shah Kotla,2.0,2.0,66,66,16,16,0,0,65,65,40
MC Juneja,Kolkata Knight Riders,Eden Gardens,8.0,8.0,88,88,16,16,0,0,65,65,40
MC Juneja,Rajasthan Royals,Feroz Shah Kotla,20.0,20.0,100,100,16,16,0,0,65,65,40
DJ Willey,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,10,10,70,70,12.0,12.0,0.0,0.0,65,65,100
DJ Willey,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,10,10,70,70,6.25,6.25,1.0,1.0,25.0,25.0,100
DJ Willey,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",10,10,70,70,4.0,4.0,0.0,0.0,65,65,100
DJ Willey,Lucknow Super Giants,"M Chinnaswamy Stadium, Bengaluru",10,10,70,70,8.0,8.0,0.0,0.0,65,65,40
DJ Willey,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",18.0,16.333333333333332,60,81,4.0,6.111111111111111,0.0,0.6666666666666666,65,27.5,33
DJ Willey,Kolkata Knight Riders,"Eden Gardens, Kolkata",20.0,16.333333333333332,100,81,4.0,6.111111111111111,2.0,0.6666666666666666,8.0,27.5,33
DJ Willey,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bengaluru",11.0,16.333333333333332,110,81,10.333333333333334,6.111111111111111,0.0,0.6666666666666666,65,27.5,33
DJ Willey,Rajasthan Royals,Sawai Mansingh Stadium,10,2.0,70,70,11.75,8.75,1.0,1.3333333333333333,47.0,26.25,100
DJ Willey,Rajasthan Royals,"M Chinnaswamy Stadium, Bengaluru",4.0,2.0,200,100,6.75,8.75,2.0,1.3333333333333333,13.5,26.25,100
DJ Willey,Rajasthan Royals,"Wankhede Stadium, Mumbai",0.0,2.0,0,100,7.75,8.75,1.0,1.3333333333333333,31.0,26.25,100
DJ Willey,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",10,10,70,70,9.333333333333334,9.333333333333334,0.0,0.0,65,65,40
UT Yadav,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",10,5.5,70,70,4.75,9.014925373134329,1.0,0.8333333333333334,19.0,40.266666666666666,16
UT Yadav,Sunrisers Hyderabad,"Eden Gardens, Kolkata",1.0,5.5,100,122,14.0,9.014925373134329,0.0,0.8333333333333334,65,40.266666666666666,16
UT Yadav,Sunrisers Hyderabad,Dubai International Cricket Stadium,10,5.5,70,70,12.25,9.014925373134329,1.0,0.8333333333333334,49.0,40.266666666666666,16
UT Yadav,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",1.0,5.5,100,122,7.75,9.014925373134329,0.0,0.8333333333333334,65,40.266666666666666,16
UT Yadav,Sunrisers Hyderabad,Feroz Shah Kotla,6.0,5.5,100,122,10.666666666666666,9.014925373134329,0.0,0.8333333333333334,65,40.266666666666666,16
UT Yadav,Sunrisers Hyderabad,M.Chinnaswamy Stadium,9.0,5.5,225,122,9.625,9.014925373134329,0.0,0.8333333333333334,65,40.266666666666666,16
UT Yadav,Sunrisers Hyderabad,Eden Gardens,10,5.5,70,70,9.7,9.014925373134329,0.6666666666666666,0.8333333333333334,48.5,40.266666666666666,16
UT Yadav,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,10,5.5,70,70,10.0,9.014925373134329,1.0,0.8333333333333334,40.0,40.266666666666666,16
UT Yadav,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,14.0,5.5,140,122,10.375,9.014925373134329,0.5,0.8333333333333334,83.0,40.266666666666666,16
UT Yadav,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2.0,5.5,40,122,7.533333333333333,9.014925373134329,1.75,0.8333333333333334,16.142857142857142,40.266666666666666,16
UT Yadav,Sunrisers Hyderabad,M Chinnaswamy Stadium,10,5.5,70,70,5.25,9.014925373134329,2.0,0.8333333333333334,10.5,40.266666666666666,16
UT Yadav,Kings XI Punjab,Holkar Cricket Stadium,10,1.0,70,70,5.75,7.802816901408451,3.0,1.631578947368421,7.666666666666667,17.870967741935484,40
UT Yadav,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,10,1.0,70,70,7.5,7.802816901408451,1.5,1.631578947368421,20.0,17.870967741935484,40
UT Yadav,Kings XI Punjab,Dubai International Cricket Stadium,0.0,1.0,0,33,12.333333333333334,7.802816901408451,0.0,1.631578947368421,65,17.870967741935484,40
UT Yadav,Kings XI Punjab,Sheikh Zayed Stadium,2.0,1.0,50,33,7.25,7.802816901408451,0.0,1.631578947368421,65,17.870967741935484,40
UT Yadav,Kings XI Punjab,Feroz Shah Kotla,10,1.0,70,70,5.714285714285714,7.802816901408451,2.0,1.631578947368421,10.0,17.870967741935484,40
UT Yadav,Kings XI Punjab,M.Chinnaswamy Stadium,10,1.0,70,70,7.375,7.802816901408451,3.0,1.631578947368421,9.833333333333334,17.870967741935484,40
UT Yadav,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,10,1.0,70,70,10.5,7.802816901408451,0.0,1.631578947368421,65,17.870967741935484,40
UT Yadav,Kings XI Punjab,Barabati Stadium,10,1.0,70,70,9.0,7.802816901408451,1.0,1.631578947368421,36.0,17.870967741935484,40
UT Yadav,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",10,1.0,70,70,7.333333333333333,7.802816901408451,1.5,1.631578947368421,14.666666666666666,17.870967741935484,40
UT Yadav,Kings XI Punjab,Maharashtra Cricket Association Stadium,10,1.0,70,70,8.25,7.802816901408451,3.0,1.631578947368421,11.0,17.870967741935484,40
UT Yadav,Kings XI Punjab,Eden Gardens,10,1.0,70,70,7.4,7.802816901408451,1.75,1.631578947368421,15.857142857142858,17.870967741935484,40
UT Yadav,Kings XI Punjab,M Chinnaswamy Stadium,10,1.0,70,70,10.0,7.802816901408451,1.0,1.631578947368421,40.0,17.870967741935484,40
UT Yadav,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,7.0,7.0,233,233,10.5,10.5,1.0,1.0,21.0,21.0,100
UT Yadav,Delhi Capitals,"Brabourne Stadium, Mumbai",0.0,1.0,0,42,13.0,9.461538461538462,1.0,1.25,52.0,24.6,40
UT Yadav,Delhi Capitals,"Arun Jaitley Stadium, Delhi",3.0,1.0,60,42,6.0,9.461538461538462,0.0,1.25,65,24.6,40
UT Yadav,Delhi Capitals,Arun Jaitley Stadium,10,1.0,70,70,9.75,9.461538461538462,1.0,1.25,39.0,24.6,40
UT Yadav,Delhi Capitals,"Wankhede Stadium, Mumbai",0.0,1.0,0,42,6.5,9.461538461538462,3.0,1.25,8.666666666666666,24.6,40
UT Yadav,Gujarat Lions,Eden Gardens,10,10,70,70,9.0,9.0,0.5,0.5,36.0,36.0,40
UT Yadav,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",18.0,6.0,150,142,5.0,9.96078431372549,2.0,1.0666666666666667,10.0,31.75,40
UT Yadav,Royal Challengers Bangalore,Sharjah Cricket Stadium,10,6.0,70,70,10.0,9.96078431372549,1.0,1.0666666666666667,40.0,31.75,40
UT Yadav,Royal Challengers Bangalore,"Eden Gardens, Kolkata",6.0,6.0,300,142,8.5,9.96078431372549,0.0,1.0666666666666667,65,31.75,40
UT Yadav,Royal Challengers Bangalore,Feroz Shah Kotla,2.0,6.0,133,142,12.083333333333334,9.96078431372549,0.6666666666666666,1.0666666666666667,72.5,31.75,40
UT Yadav,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",10,6.0,70,70,19.0,9.96078431372549,0.0,1.0666666666666667,65,31.75,40
UT Yadav,Royal Challengers Bangalore,Eden Gardens,2.0,6.0,50,142,9.428571428571429,9.96078431372549,1.0,1.0666666666666667,33.0,31.75,40
UT Yadav,Royal Challengers Bangalore,M Chinnaswamy Stadium,10,6.0,70,70,9.571428571428571,9.96078431372549,1.5,1.0666666666666667,22.333333333333332,31.75,40
UT Yadav,Deccan Chargers,Feroz Shah Kotla,10,3.0,70,70,8.285714285714286,8.545454545454545,2.0,1.6666666666666667,14.5,18.8,40
UT Yadav,Deccan Chargers,Barabati Stadium,3.0,3.0,75,75,9.0,8.545454545454545,1.0,1.6666666666666667,36.0,18.8,40
UT Yadav,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",10,2.25,70,70,6.5,8.654545454545454,1.0,1.0,26.0,28.0,12
UT Yadav,Mumbai Indians,Feroz Shah Kotla,0.0,2.25,0,78,8.4,8.654545454545454,1.6666666666666667,1.0,16.8,28.0,12
UT Yadav,Mumbai Indians,M.Chinnaswamy Stadium,1.0,2.25,50,78,7.125,8.654545454545454,2.0,1.0,14.25,28.0,12
UT Yadav,Mumbai Indians,Wankhede Stadium,2.75,2.25,122,78,8.777777777777779,8.654545454545454,0.8333333333333334,1.0,31.6,28.0,12
UT Yadav,Mumbai Indians,Barabati Stadium,10,2.25,70,70,8.0,8.654545454545454,0.0,1.0,65,28.0,12
UT Yadav,Mumbai Indians,Eden Gardens,4.0,2.25,100,78,11.571428571428571,8.654545454545454,0.5,1.0,81.0,28.0,12
UT Yadav,Mumbai Indians,"Wankhede Stadium, Mumbai",10,2.25,70,70,9.5,8.654545454545454,0.0,1.0,65,28.0,12
UT Yadav,Mumbai Indians,M Chinnaswamy Stadium,2.0,2.25,66,78,9.0,8.654545454545454,1.0,1.0,27.0,28.0,12
UT Yadav,Chennai Super Kings,"Eden Gardens, Kolkata",4.0,2.3333333333333335,66,48,11.666666666666666,7.907407407407407,0.0,1.0625,65,25.11764705882353,11
UT Yadav,Chennai Super Kings,Feroz Shah Kotla,1.0,2.3333333333333335,20,48,8.909090909090908,7.907407407407407,1.3333333333333333,1.0625,24.5,25.11764705882353,11
UT Yadav,Chennai Super Kings,M.Chinnaswamy Stadium,0.5,2.3333333333333335,33,48,9.25,7.907407407407407,2.0,1.0625,18.5,25.11764705882353,11
UT Yadav,Chennai Super Kings,MA Chidambaram Stadium,1.0,2.3333333333333335,10,48,4.333333333333333,7.907407407407407,0.0,1.0625,65,25.11764705882353,11
UT Yadav,Chennai Super Kings,Maharashtra Cricket Association Stadium,1.0,2.3333333333333335,20,48,5.333333333333333,7.907407407407407,2.0,1.0625,8.0,25.11764705882353,11
UT Yadav,Chennai Super Kings,Eden Gardens,10,2.3333333333333335,70,70,7.666666666666667,7.907407407407407,0.5,1.0625,46.0,25.11764705882353,11
UT Yadav,Chennai Super Kings,"Wankhede Stadium, Mumbai",10,2.3333333333333335,70,70,5.0,7.907407407407407,2.0,1.0625,10.0,25.11764705882353,11
UT Yadav,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4.333333333333333,2.3333333333333335,92,48,7.8125,7.907407407407407,0.8,1.0625,31.25,25.11764705882353,11
UT Yadav,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",0.0,0.0,0,0,8.5,8.5,0.0,0.0,65,65,40
UT Yadav,Kolkata Knight Riders,Feroz Shah Kotla,1.0,1.0,100,100,7.416666666666667,7.909090909090909,2.0,1.4444444444444444,14.833333333333334,20.076923076923077,40
UT Yadav,Kolkata Knight Riders,M.Chinnaswamy Stadium,10,1.0,70,70,9.0,7.909090909090909,0.0,1.4444444444444444,65,20.076923076923077,40
UT Yadav,Kolkata Knight Riders,Subrata Roy Sahara Stadium,1.0,1.0,100,100,9.25,7.909090909090909,1.0,1.4444444444444444,37.0,20.076923076923077,40
UT Yadav,Kolkata Knight Riders,Shaheed Veer Narayan Singh International Stadium,10,1.0,70,70,9.0,7.909090909090909,2.0,1.4444444444444444,18.0,20.076923076923077,40
UT Yadav,Kolkata Knight Riders,Eden Gardens,10,1.0,70,70,7.0,7.909090909090909,1.3333333333333333,1.4444444444444444,15.75,20.076923076923077,40
UT Yadav,Kochi Tuskers Kerala,Feroz Shah Kotla,10,10,70,70,23.0,13.0,0.0,0.0,65,65,50
UT Yadav,Kochi Tuskers Kerala,Nehru Stadium,10,10,70,70,9.666666666666666,13.0,0.0,0.0,65,65,50
UT Yadav,Rajasthan Royals,Brabourne Stadium,24.0,15.0,184,187,9.0,8.891304347826088,2.0,0.9230769230769231,18.0,34.083333333333336,40
UT Yadav,Rajasthan Royals,"Brabourne Stadium, Mumbai",21.0,15.0,210,187,11.5,8.891304347826088,0.0,0.9230769230769231,65,34.083333333333336,40
UT Yadav,Rajasthan Royals,Feroz Shah Kotla,10,15.0,70,70,7.2727272727272725,8.891304347826088,1.6666666666666667,0.9230769230769231,16.0,34.083333333333336,40
UT Yadav,Rajasthan Royals,M.Chinnaswamy Stadium,10,15.0,70,70,13.8,8.891304347826088,0.0,0.9230769230769231,65,34.083333333333336,40
UT Yadav,Rajasthan Royals,Sawai Mansingh Stadium,0.0,15.0,0,187,8.133333333333333,8.891304347826088,1.0,0.9230769230769231,30.5,34.083333333333336,40
UT Yadav,Rajasthan Royals,"Sardar Patel Stadium, Motera",10,15.0,70,70,10.666666666666666,8.891304347826088,0.0,0.9230769230769231,65,34.083333333333336,40
UT Yadav,Rajasthan Royals,"Wankhede Stadium, Mumbai",10,15.0,70,70,6.0,8.891304347826088,1.0,0.9230769230769231,24.0,34.083333333333336,40
UT Yadav,Delhi Daredevils,Feroz Shah Kotla,2.0,2.0,66,66,9.133333333333333,8.575757575757576,2.0,1.1111111111111112,17.125,28.3,40
UT Yadav,Delhi Daredevils,M.Chinnaswamy Stadium,10,2.0,70,70,6.75,8.575757575757576,1.0,1.1111111111111112,27.0,28.3,40
UT Yadav,Delhi Daredevils,Arun Jaitley Stadium,10,2.0,70,70,9.666666666666666,8.575757575757576,0.0,1.1111111111111112,65,28.3,40
UT Yadav,Delhi Daredevils,Eden Gardens,10,2.0,70,70,8.181818181818182,8.575757575757576,0.3333333333333333,1.1111111111111112,90.0,28.3,40
UT Yadav,Pune Warriors,Feroz Shah Kotla,10,8.0,70,70,7.75,9.2,0.0,0.6,65,61.333333333333336,40
UT Yadav,Pune Warriors,Subrata Roy Sahara Stadium,8.0,8.0,88,88,11.625,9.2,0.5,0.6,93.0,61.333333333333336,40
UT Yadav,Pune Warriors,Shaheed Veer Narayan Singh International Stadium,10,8.0,70,70,6.0,9.2,2.0,0.6,12.0,61.333333333333336,40
UT Yadav,Pune Warriors,Dr DY Patil Sports Academy,10,8.0,70,70,9.0,9.2,0.0,0.6,65,61.333333333333336,40
UT Yadav,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,10,2.0,70,70,9.666666666666666,8.142857142857142,1.0,1.0,29.0,28.5,40
UT Yadav,Rising Pune Supergiant,Eden Gardens,2.0,2.0,100,100,7.0,8.142857142857142,1.0,1.0,28.0,28.5,40
UT Yadav,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",15.0,10.0,100,95,8.0,8.142857142857142,1.0,0.5,32.0,57.0,50
UT Yadav,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",5.0,10.0,83,95,8.333333333333334,8.142857142857142,0.0,0.5,65,57.0,50
UT Yadav,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",10,10,70,70,6.75,6.375,1.0,2.5,27.0,10.2,50
UT Yadav,Punjab Kings,"Wankhede Stadium, Mumbai",10,10,70,70,6.0,6.375,4.0,2.5,6.0,10.2,50
JR Hazlewood,Sunrisers Hyderabad,Sharjah Cricket Stadium,10,3.0,70,70,7.25,7.090909090909091,3.0,1.6666666666666667,9.666666666666666,15.6,40
JR Hazlewood,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",3.0,3.0,27,27,10.666666666666666,7.090909090909091,0.0,1.6666666666666667,65,15.6,40
JR Hazlewood,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",10,3.0,70,70,4.25,7.090909090909091,2.0,1.6666666666666667,8.5,15.6,40
JR Hazlewood,Delhi Capitals,Dubai International Cricket Stadium,10,10,70,70,7.333333333333333,7.631578947368421,1.0,1.4,29.333333333333332,20.714285714285715,40
JR Hazlewood,Delhi Capitals,"Arun Jaitley Stadium, Delhi",10,10,70,70,9.666666666666666,7.631578947368421,1.0,1.4,29.0,20.714285714285715,40
JR Hazlewood,Delhi Capitals,"Wankhede Stadium, Mumbai",10,10,70,70,7.0,7.631578947368421,3.0,1.4,9.333333333333334,20.714285714285715,40
JR Hazlewood,Royal Challengers Bangalore,Sharjah Cricket Stadium,10,10,70,70,8.75,8.75,0.0,0.0,65,65,100
JR Hazlewood,Mumbai Indians,Sharjah Cricket Stadium,10,10,70,70,8.5,9.222222222222221,0.0,0.3333333333333333,65,83.0,33
JR Hazlewood,Mumbai Indians,Dubai International Cricket Stadium,10,10,70,70,8.5,9.222222222222221,1.0,0.3333333333333333,34.0,83.0,33
JR Hazlewood,Mumbai Indians,"Wankhede Stadium, Mumbai",10,10,70,70,10.666666666666666,9.222222222222221,0.0,0.3333333333333333,65,83.0,33
JR Hazlewood,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",7.0,7.0,87,87,8.25,6.5,1.0,1.0,33.0,26.0,40
JR Hazlewood,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",10,7.0,70,70,4.75,6.5,1.0,1.0,19.0,26.0,40
JR Hazlewood,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",10,1.0,70,70,6.25,7.636363636363637,4.0,3.0,6.25,9.333333333333334,100
JR Hazlewood,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1.0,1.0,50,50,5.0,7.636363636363637,2.0,3.0,7.5,9.333333333333334,100
JR Hazlewood,Lucknow Super Giants,"Eden Gardens, Kolkata",10,1.0,70,70,11.0,7.636363636363637,3.0,3.0,14.666666666666666,9.333333333333334,100
JR Hazlewood,Kolkata Knight Riders,Dubai International Cricket Stadium,10,10,70,70,7.25,8.875,2.0,2.0,14.5,17.75,100
JR Hazlewood,Kolkata Knight Riders,"Zayed Cricket Stadium, Abu Dhabi",10,10,70,70,10.5,8.875,2.0,2.0,21.0,17.75,100
JR Hazlewood,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",0.0,0.5,0,25,4.75,7.5,3.0,1.5,6.333333333333333,20.0,40
JR Hazlewood,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",1.0,0.5,50,25,5.75,7.5,2.0,1.5,11.5,20.0,40
JR Hazlewood,Rajasthan Royals,Sheikh Zayed Stadium,10,0.5,70,70,5.75,7.5,1.0,1.5,23.0,20.0,40
JR Hazlewood,Rajasthan Royals,"Zayed Cricket Stadium, Abu Dhabi",10,0.5,70,70,13.75,7.5,0.0,1.5,65,20.0,40
JR Hazlewood,Gujarat Titans,"Brabourne Stadium, Mumbai",10,10,70,70,9.0,9.5,0.0,1.0,65,38.0,50
JR Hazlewood,Gujarat Titans,"Wankhede Stadium, Mumbai",10,10,70,70,10.0,9.5,2.0,1.0,20.0,38.0,50
JR Hazlewood,Punjab Kings,Dubai International Cricket Stadium,10,7.0,70,70,7.333333333333333,12.285714285714286,0.0,0.0,65,65,40
JR Hazlewood,Punjab Kings,"Brabourne Stadium, Mumbai",7.0,7.0,175,175,16.0,12.285714285714286,0.0,0.0,65,65,40
S Randiv,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",10,10,70,70,8.0,8.0,2.0,2.0,16.0,16.0,40
S Randiv,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",10,10,70,70,6.0,6.0,2.0,2.0,12.0,12.0,100
S Randiv,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",10,10,70,70,8.5,8.5,0.0,0.0,65,65,100
S Randiv,Mumbai Indians,Wankhede Stadium,2.0,2.0,50,50,10.333333333333334,10.333333333333334,1.0,1.0,31.0,31.0,40
S Randiv,Kolkata Knight Riders,Eden Gardens,10,10,70,70,7.0,7.833333333333333,0.0,1.0,65,23.5,50
S Randiv,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",10,10,70,70,8.25,7.833333333333333,2.0,1.0,16.5,23.5,50
S Randiv,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",10,10,70,70,8.0,8.0,1.0,1.0,32.0,32.0,100
S Randiv,Pune Warriors,"MA Chidambaram Stadium, Chepauk",10,10,70,70,5.75,5.75,0.0,0.0,65,65,100
Karanveer Singh,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,4.0,57,57,20.5,20.5,0.0,0.0,65,65,40
Karanveer Singh,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",10,10,70,70,7.75,7.75,1.0,1.0,31.0,31.0,40
Karanveer Singh,Chennai Super Kings,Wankhede Stadium,10,2.0,70,70,8.0,9.5,1.0,1.0,32.0,38.0,40
Karanveer Singh,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2.0,2.0,40,40,11.0,9.5,1.0,1.0,44.0,38.0,40
Karanveer Singh,Kolkata Knight Riders,Eden Gardens,1.0,1.0,100,100,10.0,11.75,3.0,3.5,13.333333333333334,13.428571428571429,40
Karanveer Singh,Kolkata Knight Riders,M Chinnaswamy Stadium,10,1.0,70,70,13.5,11.75,4.0,3.5,13.5,13.428571428571429,40
Karanveer Singh,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",10,5.0,70,70,4.0,7.375,2.0,1.0,8.0,29.5,40
Karanveer Singh,Rajasthan Royals,Maharashtra Cricket Association Stadium,5.0,5.0,125,125,10.75,7.375,0.0,1.0,65,29.5,40
