Player,Opponent Team,Venue,Match ID,Avg Run,Strike Rate,Economy,Bowling Avg,Wickets per Match
JP Faulkner,Chennai Super Kings,JSCA International Stadium Complex,734003,1.0,25,9.25,37.0,1.0
MM Sharma,Rajasthan Royals,JSCA International Stadium Complex,734003,10,70,8.0,10.666666666666666,3.0
DR Smith,Rajasthan Royals,JSCA International Stadium Complex,734003,44.0,115,16,65,0
S Badree,Rajasthan Royals,JSCA International Stadium Complex,734003,10,70,4.75,19.0,1.0
DH Yagnik,Chennai Super Kings,JSCA International Stadium Complex,734003,4.0,66,16,65,0
PV Tambe,Chennai Super Kings,JSCA International Stadium Complex,734003,10,70,8.75,65,0.0
MS Dhoni,Rajasthan Royals,JSCA International Stadium Complex,734003,26.0,152,16,65,0
IC Pandey,Rajasthan Royals,JSCA International Stadium Complex,734003,10,70,6.0,65,0.0
RA Jadeja,Rajasthan Royals,JSCA International Stadium Complex,734003,11.0,183,4.75,6.333333333333333,3.0
CH Gayle,Delhi Daredevils,M Chinnaswamy Stadium,734005,22.0,95,16,65,0
Imran Tahir,Royal Challengers Bangalore,M Chinnaswamy Stadium,734005,10,70,12.25,49.0,1.0
KM Jadhav,Royal Challengers Bangalore,M Chinnaswamy Stadium,734005,37.0,185,16,65,0
MA Starc,Delhi Daredevils,M Chinnaswamy Stadium,734005,10,70,6.5,8.666666666666666,3.0
Q de Kock,Royal Challengers Bangalore,M Chinnaswamy Stadium,734005,6.0,100,16,65,0
M Muralitharan,Delhi Daredevils,M Chinnaswamy Stadium,734005,10,70,6.5,13.0,2.0
Yuvraj Singh,Delhi Daredevils,M Chinnaswamy Stadium,734005,68.0,212,7.0,65,0.0
Mohammed Shami,Royal Challengers Bangalore,M Chinnaswamy Stadium,734005,1.0,100,7.75,31.0,1.0
AB de Villiers,Delhi Daredevils,M Chinnaswamy Stadium,734005,33.0,194,16,65,0
JP Duminy,Royal Challengers Bangalore,M Chinnaswamy Stadium,734005,48.0,160,6.75,65,0.0
KD Karthik,Royal Challengers Bangalore,M Chinnaswamy Stadium,734005,1.0,50,16,65,0
V Kohli,Delhi Daredevils,M Chinnaswamy Stadium,734005,10.0,90,16,65,0
KP Pietersen,Royal Challengers Bangalore,M Chinnaswamy Stadium,734005,33.0,106,16,65,0
AN Ahmed,Delhi Daredevils,M Chinnaswamy Stadium,734005,10,70,11.25,45.0,1.0
R Shukla,Royal Challengers Bangalore,M Chinnaswamy Stadium,734005,2.0,33,10.5,42.0,1.0
S Kaul,Royal Challengers Bangalore,M Chinnaswamy Stadium,734005,10,70,9.25,37.0,1.0
YS Chahal,Delhi Daredevils,M Chinnaswamy Stadium,734005,10,70,11.25,45.0,1.0
S Rana,Delhi Daredevils,M Chinnaswamy Stadium,734005,15.0,107,16,65,0
MA Agarwal,Royal Challengers Bangalore,M Chinnaswamy Stadium,734005,31.0,124,16,65,0
PA Patel,Delhi Daredevils,M Chinnaswamy Stadium,734005,29.0,103,16,65,0
M Vijay,Royal Challengers Bangalore,M Chinnaswamy Stadium,734005,1.0,33,16,65,0
Shivam Sharma,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734007,10,70,7.75,31.0,1.0
B Kumar,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",734007,10,70,9.5,19.0,2.0
DW Steyn,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",734007,10,70,13.25,65,0.0
WP Saha,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734007,54.0,207,16,65,0
IK Pathan,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",734007,1.0,50,5.0,65,0.0
M Vohra,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734007,47.0,235,16,65,0
Sandeep Sharma,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734007,10,70,16.5,33.0,2.0
GJ Bailey,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734007,35.0,184,16,65,0
DA Warner,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",734007,44.0,183,16,65,0
NV Ojha,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",734007,79.0,213,16,65,0
AR Patel,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734007,10,70,10.0,65,0.0
V Sehwag,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734007,4.0,200,16,65,0
GJ Maxwell,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734007,43.0,195,16,65,0
MG Johnson,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734007,10,70,6.5,65,0.0
AJ Finch,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",734007,20.0,80,16,65,0
KV Sharma,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",734007,1.0,100,11.75,47.0,1.0
R Dhawan,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734007,10,70,10.5,21.0,2.0
MC Henriques,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",734007,0.0,0,18.0,65,0.0
A Mishra,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",734007,10,70,8.0,32.0,1.0
DA Miller,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734007,24.0,100,16,65,0
S Dhawan,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",734007,45.0,115,16,65,0
PP Ojha,Kolkata Knight Riders,Barabati Stadium,734009,10,70,6.25,65,0.0
YK Pathan,Mumbai Indians,Barabati Stadium,734009,20.0,142,10.0,65,0.0
RN ten Doeschate,Mumbai Indians,Barabati Stadium,734009,10,70,16,65,0
M Morkel,Mumbai Indians,Barabati Stadium,734009,10,70,9.0,18.0,2.0
RV Uthappa,Mumbai Indians,Barabati Stadium,734009,80.0,150,16,65,0
SP Narine,Mumbai Indians,Barabati Stadium,734009,10,70,4.5,18.0,1.0
JJ Bumrah,Kolkata Knight Riders,Barabati Stadium,734009,10,70,8.0,65,0.0
CJ Anderson,Kolkata Knight Riders,Barabati Stadium,734009,18.0,150,16,65,0
RG Sharma,Kolkata Knight Riders,Barabati Stadium,734009,51.0,110,16,65,0
MK Pandey,Mumbai Indians,Barabati Stadium,734009,14.0,63,16,65,0
AT Rayudu,Kolkata Knight Riders,Barabati Stadium,734009,33.0,117,16,65,0
G Gambhir,Mumbai Indians,Barabati Stadium,734009,14.0,73,16,65,0
PP Chawla,Mumbai Indians,Barabati Stadium,734009,10,70,8.0,32.0,1.0
KA Pollard,Kolkata Knight Riders,Barabati Stadium,734009,10.0,90,7.0,65,0.0
LMP Simmons,Kolkata Knight Riders,Barabati Stadium,734009,12.0,80,11.333333333333334,34.0,1.0
UT Yadav,Mumbai Indians,Barabati Stadium,734009,10,70,8.0,65,0.0
Shakib Al Hasan,Mumbai Indians,Barabati Stadium,734009,9.0,112,5.25,21.0,1.0
Harbhajan Singh,Kolkata Knight Riders,Barabati Stadium,734009,10,70,5.5,11.0,2.0
SL Malinga,Kolkata Knight Riders,Barabati Stadium,734009,10,70,7.5,30.0,1.0
AP Tare,Kolkata Knight Riders,Barabati Stadium,734009,2.0,66,16,65,0
CM Gautam,Kolkata Knight Riders,Barabati Stadium,734009,8.0,80,16,65,0
JP Faulkner,Delhi Daredevils,"Sardar Patel Stadium, Motera",734011,23.0,287,6.0,6.0,1.0
JP Duminy,Rajasthan Royals,"Sardar Patel Stadium, Motera",734011,8.0,100,8.333333333333334,25.0,1.0
KD Karthik,Rajasthan Royals,"Sardar Patel Stadium, Motera",734011,3.0,37,16,65,0
PV Tambe,Delhi Daredevils,"Sardar Patel Stadium, Motera",734011,10,70,8.0,24.0,1.0
KP Pietersen,Rajasthan Royals,"Sardar Patel Stadium, Motera",734011,13.0,65,16,65,0
SV Samson,Delhi Daredevils,"Sardar Patel Stadium, Motera",734011,40.0,148,16,65,0
R Shukla,Rajasthan Royals,"Sardar Patel Stadium, Motera",734011,14.0,116,12.5,50.0,1.0
BCJ Cutting,Delhi Daredevils,"Sardar Patel Stadium, Motera",734011,8.0,133,7.75,15.5,2.0
DS Kulkarni,Delhi Daredevils,"Sardar Patel Stadium, Motera",734011,10,70,6.5,26.0,1.0
R Bhatia,Delhi Daredevils,"Sardar Patel Stadium, Motera",734011,10,70,6.0,9.0,2.0
MK Tiwary,Rajasthan Royals,"Sardar Patel Stadium, Motera",734011,61.0,129,14.0,65,0.0
AM Rahane,Delhi Daredevils,"Sardar Patel Stadium, Motera",734011,64.0,125,16,65,0
S Kaul,Rajasthan Royals,"Sardar Patel Stadium, Motera",734011,2.0,100,11.333333333333334,65,0.0
MA Agarwal,Rajasthan Royals,"Sardar Patel Stadium, Motera",734011,17.0,170,16,65,0
STR Binny,Delhi Daredevils,"Sardar Patel Stadium, Motera",734011,0.0,0,7.0,14.0,1.0
KK Nair,Delhi Daredevils,"Sardar Patel Stadium, Motera",734011,19.0,135,16,65,0
Imran Tahir,Rajasthan Royals,"Sardar Patel Stadium, Motera",734011,4.0,66,7.0,14.0,2.0
LRPL Taylor,Rajasthan Royals,"Sardar Patel Stadium, Motera",734011,4.0,66,16,65,0
KK Cooper,Delhi Daredevils,"Sardar Patel Stadium, Motera",734011,32.0,188,6.666666666666667,20.0,1.0
KM Jadhav,Rajasthan Royals,"Sardar Patel Stadium, Motera",734011,3.0,100,16,65,0
S Nadeem,Rajasthan Royals,"Sardar Patel Stadium, Motera",734011,1.0,25,9.0,18.0,2.0
R Ashwin,Royal Challengers Bangalore,JSCA International Stadium Complex,734013,10,70,4.25,8.5,2.0
MM Sharma,Royal Challengers Bangalore,JSCA International Stadium Complex,734013,10,70,7.0,65,0.0
AB de Villiers,Chennai Super Kings,JSCA International Stadium Complex,734013,28.0,186,16,65,0
DR Smith,Royal Challengers Bangalore,JSCA International Stadium Complex,734013,9.0,60,16,65,0
S Badree,Royal Challengers Bangalore,JSCA International Stadium Complex,734013,10,70,7.0,65,0.0
MS Dhoni,Royal Challengers Bangalore,JSCA International Stadium Complex,734013,7.0,116,16,65,0
V Kohli,Chennai Super Kings,JSCA International Stadium Complex,734013,27.0,93,16,65,0
AN Ahmed,Chennai Super Kings,JSCA International Stadium Complex,734013,4.0,400,4.75,19.0,1.0
VR Aaron,Chennai Super Kings,JSCA International Stadium Complex,734013,10,70,9.666666666666666,14.5,2.0
RA Jadeja,Royal Challengers Bangalore,JSCA International Stadium Complex,734013,10.0,111,7.75,31.0,1.0
S Rana,Chennai Super Kings,JSCA International Stadium Complex,734013,1.0,50,9.0,65,0.0
PA Patel,Chennai Super Kings,JSCA International Stadium Complex,734013,10.0,71,16,65,0
DJ Hussey,Royal Challengers Bangalore,JSCA International Stadium Complex,734013,25.0,80,12.666666666666666,19.0,2.0
YS Chahal,Chennai Super Kings,JSCA International Stadium Complex,734013,10,70,7.0,65,0.0
CH Gayle,Chennai Super Kings,JSCA International Stadium Complex,734013,46.0,88,16,65,0
BB McCullum,Royal Challengers Bangalore,JSCA International Stadium Complex,734013,19.0,146,16,65,0
MA Starc,Chennai Super Kings,JSCA International Stadium Complex,734013,10,70,6.0,65,0.0
M Muralitharan,Chennai Super Kings,JSCA International Stadium Complex,734013,10,70,7.25,29.0,1.0
Yuvraj Singh,Chennai Super Kings,JSCA International Stadium Complex,734013,13.0,144,16,65,0
SK Raina,Royal Challengers Bangalore,JSCA International Stadium Complex,734013,62.0,126,5.25,65,0.0
DJG Sammy,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",734015,7.0,43,7.0,65,0.0
YK Pathan,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734015,39.0,139,16,65,0
RN ten Doeschate,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734015,25.0,166,8.0,65,0.0
AJ Finch,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",734015,8.0,100,16,65,0
KV Sharma,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",734015,4.0,80,4.75,19.0,1.0
KL Rahul,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",734015,14.0,93,16,65,0
RV Uthappa,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734015,40.0,121,16,65,0
M Morkel,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734015,10,70,9.75,65,0.0
SP Narine,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734015,10,70,5.25,21.0,1.0
A Mishra,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",734015,10,70,9.75,39.0,1.0
MK Pandey,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734015,35.0,109,16,65,0
S Dhawan,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",734015,19.0,126,16,65,0
B Kumar,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",734015,10,70,9.25,65,0.0
DW Steyn,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",734015,1.0,50,6.0,24.0,1.0
IK Pathan,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",734015,23.0,109,6.666666666666667,65,0.0
G Gambhir,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734015,6.0,60,16,65,0
UT Yadav,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734015,10,70,6.75,6.75,4.0
PP Chawla,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734015,10,70,6.0,24.0,1.0
Shakib Al Hasan,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734015,10,70,7.666666666666667,11.5,2.0
DA Warner,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",734015,34.0,188,16,65,0
NV Ojha,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",734015,22.0,84,16,65,0
PP Ojha,Rajasthan Royals,"Sardar Patel Stadium, Motera",734017,10,70,7.5,15.0,2.0
DS Kulkarni,Mumbai Indians,"Sardar Patel Stadium, Motera",734017,10,70,7.25,65,0.0
R Bhatia,Mumbai Indians,"Sardar Patel Stadium, Motera",734017,6.0,150,9.75,65,0.0
S Gopal,Rajasthan Royals,"Sardar Patel Stadium, Motera",734017,10,70,6.25,12.5,2.0
JJ Bumrah,Rajasthan Royals,"Sardar Patel Stadium, Motera",734017,10,70,7.666666666666667,65,0.0
SR Watson,Mumbai Indians,"Sardar Patel Stadium, Motera",734017,5.0,83,16,65,0
K Santokie,Rajasthan Royals,"Sardar Patel Stadium, Motera",734017,10,70,12.75,25.5,2.0
STR Binny,Mumbai Indians,"Sardar Patel Stadium, Motera",734017,2.0,20,12.0,65,0.0
KK Nair,Mumbai Indians,"Sardar Patel Stadium, Motera",734017,48.0,184,16,65,0
RG Sharma,Rajasthan Royals,"Sardar Patel Stadium, Motera",734017,40.0,210,16,65,0
BJ Hodge,Mumbai Indians,"Sardar Patel Stadium, Motera",734017,40.0,129,16,65,0
KK Cooper,Mumbai Indians,"Sardar Patel Stadium, Motera",734017,5.0,55,9.0,65,0.0
Ankit Sharma,Mumbai Indians,"Sardar Patel Stadium, Motera",734017,4.0,100,5.75,11.5,2.0
JP Faulkner,Mumbai Indians,"Sardar Patel Stadium, Motera",734017,31.0,140,12.0,48.0,1.0
KA Pollard,Rajasthan Royals,"Sardar Patel Stadium, Motera",734017,14.0,116,11.0,65,0.0
LMP Simmons,Rajasthan Royals,"Sardar Patel Stadium, Motera",734017,62.0,121,16,65,0
UBT Chand,Mumbai Indians,"Sardar Patel Stadium, Motera",734017,2.0,20,16,65,0
Harbhajan Singh,Rajasthan Royals,"Sardar Patel Stadium, Motera",734017,10,70,3.25,6.5,2.0
SV Samson,Mumbai Indians,"Sardar Patel Stadium, Motera",734017,2.0,40,16,65,0
MEK Hussey,Rajasthan Royals,"Sardar Patel Stadium, Motera",734017,56.0,136,16,65,0
M Vijay,Kings XI Punjab,Feroz Shah Kotla,734019,5.0,55,16,65,0
Imran Tahir,Kings XI Punjab,Feroz Shah Kotla,734019,10,70,5.75,7.666666666666667,3.0
DA Miller,Delhi Daredevils,Feroz Shah Kotla,734019,2.0,33,16,65,0
KM Jadhav,Kings XI Punjab,Feroz Shah Kotla,734019,0.0,0,16,65,0
Shivam Sharma,Delhi Daredevils,Feroz Shah Kotla,734019,10,70,8.0,65,0.0
WP Saha,Delhi Daredevils,Feroz Shah Kotla,734019,13.0,86,16,65,0
Sandeep Sharma,Delhi Daredevils,Feroz Shah Kotla,734019,10,70,8.75,11.666666666666666,3.0
Mohammed Shami,Kings XI Punjab,Feroz Shah Kotla,734019,1.0,50,10.25,41.0,1.0
GJ Bailey,Delhi Daredevils,Feroz Shah Kotla,734019,6.0,85,16,65,0
M Vohra,Delhi Daredevils,Feroz Shah Kotla,734019,42.0,175,16,65,0
JP Duminy,Kings XI Punjab,Feroz Shah Kotla,734019,17.0,80,6.75,13.5,2.0
AR Patel,Delhi Daredevils,Feroz Shah Kotla,734019,42.0,116,4.5,18.0,1.0
WD Parnell,Kings XI Punjab,Feroz Shah Kotla,734019,2.0,100,10.75,65,0.0
KD Karthik,Kings XI Punjab,Feroz Shah Kotla,734019,69.0,150,16,65,0
KP Pietersen,Kings XI Punjab,Feroz Shah Kotla,734019,49.0,148,16,65,0
JD Unadkat,Kings XI Punjab,Feroz Shah Kotla,734019,10,70,7.75,65,0.0
GJ Maxwell,Delhi Daredevils,Feroz Shah Kotla,734019,14.0,107,16,65,0
V Sehwag,Delhi Daredevils,Feroz Shah Kotla,734019,23.0,100,16,65,0
MK Tiwary,Kings XI Punjab,Feroz Shah Kotla,734019,10.0,125,16,65,0
BE Hendricks,Delhi Daredevils,Feroz Shah Kotla,734019,10,70,9.25,12.333333333333334,3.0
R Dhawan,Delhi Daredevils,Feroz Shah Kotla,734019,8.0,160,10.5,65,0.0
MA Agarwal,Kings XI Punjab,Feroz Shah Kotla,734019,6.0,300,16,65,0
IK Pathan,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",734021,10,70,9.666666666666666,29.0,1.0
Yuvraj Singh,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734021,21.0,84,5.0,65,0.0
AB de Villiers,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734021,29.0,161,16,65,0
DA Warner,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",734021,59.0,125,16,65,0
NV Ojha,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",734021,24.0,109,16,65,0
V Kohli,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734021,67.0,155,16,65,0
AN Ahmed,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734021,10,70,7.333333333333333,65,0.0
VR Aaron,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734021,10,70,9.5,19.0,2.0
DJG Sammy,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",734021,10.0,250,19.0,65,0.0
AJ Finch,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",734021,11.0,122,16,65,0
KV Sharma,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",734021,10,70,9.333333333333334,28.0,1.0
S Rana,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734021,12.0,171,16,65,0
Y Venugopal Rao,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",734021,10,70,7.0,65,0.0
YS Chahal,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734021,10,70,8.0,65,0.0
DW Steyn,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",734021,10,70,5.75,23.0,1.0
PA Patel,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734021,4.0,100,16,65,0
CH Gayle,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734021,14.0,70,16,65,0
Parvez Rasool,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",734021,10,70,6.5,26.0,1.0
S Dhawan,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",734021,50.0,128,16,65,0
MA Starc,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734021,6.0,100,8.25,65,0.0
B Kumar,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",734021,10,70,7.0,14.0,2.0
M Muralitharan,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",734021,10,70,6.5,26.0,1.0
BW Hilfenhaus,Kolkata Knight Riders,Eden Gardens,734023,10,70,12.666666666666666,65,0.0
DR Smith,Kolkata Knight Riders,Eden Gardens,734023,5.0,83,16,65,0
Shakib Al Hasan,Chennai Super Kings,Eden Gardens,734023,46.0,219,7.5,65,0.0
RA Jadeja,Kolkata Knight Riders,Eden Gardens,734023,9.0,225,7.666666666666667,23.0,1.0
BB McCullum,Kolkata Knight Riders,Eden Gardens,734023,28.0,112,16,65,0
PJ Cummins,Chennai Super Kings,Eden Gardens,734023,10,70,7.25,14.5,2.0
G Gambhir,Chennai Super Kings,Eden Gardens,734023,21.0,105,16,65,0
MK Pandey,Chennai Super Kings,Eden Gardens,734023,18.0,64,16,65,0
SK Raina,Kolkata Knight Riders,Eden Gardens,734023,65.0,122,9.0,65,0.0
R Ashwin,Kolkata Knight Riders,Eden Gardens,734023,10,70,6.5,65,0.0
MS Dhoni,Kolkata Knight Riders,Eden Gardens,734023,21.0,140,16,65,0
PP Chawla,Chennai Super Kings,Eden Gardens,734023,10,70,10.5,42.0,1.0
RV Uthappa,Chennai Super Kings,Eden Gardens,734023,67.0,167,16,65,0
UT Yadav,Chennai Super Kings,Eden Gardens,734023,10,70,7.25,65,0.0
IC Pandey,Kolkata Knight Riders,Eden Gardens,734023,10,70,7.75,31.0,1.0
F du Plessis,Kolkata Knight Riders,Eden Gardens,734023,23.0,114,16,65,0
MM Sharma,Kolkata Knight Riders,Eden Gardens,734023,10,70,9.666666666666666,65,0.0
SP Narine,Chennai Super Kings,Eden Gardens,734023,10,70,6.0,24.0,1.0
WP Saha,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",734025,3.0,37,16,65,0
KA Pollard,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",734025,8.0,133,16,65,0
LMP Simmons,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",734025,100.0,153,16,65,0
Sandeep Sharma,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",734025,10,70,12.333333333333334,65,0.0
M Vohra,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",734025,36.0,102,16,65,0
GJ Bailey,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",734025,39.0,130,16,65,0
AR Patel,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",734025,6.0,100,6.75,27.0,1.0
SE Marsh,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",734025,30.0,166,16,65,0
MEK Hussey,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",734025,6.0,42,16,65,0
GJ Maxwell,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",734025,2.0,66,16,65,0
P Kumar,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",734025,10,70,5.0,10.0,2.0
V Sehwag,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",734025,17.0,141,16,65,0
PP Ojha,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",734025,10,70,8.25,65,0.0
S Gopal,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",734025,10,70,8.0,16.0,2.0
BE Hendricks,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",734025,0.0,0,8.25,33.0,1.0
R Dhawan,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",734025,14.0,155,7.5,30.0,1.0
JJ Bumrah,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",734025,10,70,7.75,10.333333333333334,3.0
K Santokie,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",734025,10,70,10.0,40.0,1.0
AT Rayudu,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",734025,17.0,121,16,65,0
RG Sharma,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",734025,18.0,85,16,65,0
Shivam Sharma,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",734025,1.0,100,8.0,65,0.0
AB de Villiers,Kolkata Knight Riders,Eden Gardens,734027,13.0,100,16,65,0
Shakib Al Hasan,Royal Challengers Bangalore,Eden Gardens,734027,60.0,153,6.75,65,0.0
V Kohli,Kolkata Knight Riders,Eden Gardens,734027,38.0,122,16,65,0
AN Ahmed,Kolkata Knight Riders,Eden Gardens,734027,10,70,8.5,34.0,1.0
YK Pathan,Royal Challengers Bangalore,Eden Gardens,734027,22.0,169,16,65,0
RN ten Doeschate,Royal Challengers Bangalore,Eden Gardens,734027,6.0,200,16,65,0
AB Dinda,Kolkata Knight Riders,Eden Gardens,734027,10,70,9.5,38.0,1.0
YV Takawale,Kolkata Knight Riders,Eden Gardens,734027,45.0,125,16,65,0
M Morkel,Royal Challengers Bangalore,Eden Gardens,734027,10,70,5.5,65,0.0
RV Uthappa,Royal Challengers Bangalore,Eden Gardens,734027,83.0,156,16,65,0
SP Narine,Royal Challengers Bangalore,Eden Gardens,734027,10,70,5.25,5.25,4.0
YS Chahal,Kolkata Knight Riders,Eden Gardens,734027,10,70,12.5,65,0.0
S Rana,Kolkata Knight Riders,Eden Gardens,734027,19.0,158,16,65,0
CH Gayle,Kolkata Knight Riders,Eden Gardens,734027,6.0,66,16,65,0
MK Pandey,Royal Challengers Bangalore,Eden Gardens,734027,13.0,100,16,65,0
R Vinay Kumar,Royal Challengers Bangalore,Eden Gardens,734027,10,70,11.5,65,0.0
MA Starc,Kolkata Knight Riders,Eden Gardens,734027,12.0,150,8.25,33.0,1.0
M Muralitharan,Kolkata Knight Riders,Eden Gardens,734027,10,70,9.5,65,0.0
Yuvraj Singh,Kolkata Knight Riders,Eden Gardens,734027,22.0,169,10.5,21.0,1.0
G Gambhir,Royal Challengers Bangalore,Eden Gardens,734027,4.0,100,16,65,0
UT Yadav,Royal Challengers Bangalore,Eden Gardens,734027,10,70,12.25,49.0,1.0
NV Ojha,Chennai Super Kings,JSCA International Stadium Complex,734029,19.0,105,16,65,0
MS Dhoni,Sunrisers Hyderabad,JSCA International Stadium Complex,734029,57.0,135,16,65,0
RA Jadeja,Sunrisers Hyderabad,JSCA International Stadium Complex,734029,10,70,10.5,42.0,1.0
F du Plessis,Sunrisers Hyderabad,JSCA International Stadium Complex,734029,19.0,172,16,65,0
DJG Sammy,Chennai Super Kings,JSCA International Stadium Complex,734029,0.0,0,13.0,65,0.0
KV Sharma,Chennai Super Kings,JSCA International Stadium Complex,734029,10,70,5.75,7.666666666666667,3.0
JW Hastings,Sunrisers Hyderabad,JSCA International Stadium Complex,734029,10,70,9.666666666666666,29.0,1.0
P Negi,Sunrisers Hyderabad,JSCA International Stadium Complex,734029,10,70,9.75,39.0,1.0
AJ Finch,Chennai Super Kings,JSCA International Stadium Complex,734029,7.0,233,16,65,0
DJ Hussey,Sunrisers Hyderabad,JSCA International Stadium Complex,734029,50.0,151,16,65,0
Y Venugopal Rao,Chennai Super Kings,JSCA International Stadium Complex,734029,4.0,400,16,65,0
Parvez Rasool,Chennai Super Kings,JSCA International Stadium Complex,734029,10,70,8.75,65,0.0
S Dhawan,Chennai Super Kings,JSCA International Stadium Complex,734029,64.0,128,16,65,0
IK Pathan,Chennai Super Kings,JSCA International Stadium Complex,734029,10,70,11.333333333333334,65,0.0
