Player,Opponent Team,Venue,Match ID,Avg Run,Strike Rate,Economy,Bowling Avg,Wickets per Match
SB Joshi,Kolkata Knight Riders,M Chinnaswamy Stadium,335982,3.0,37,8.666666666666666,65,0.0
P Kumar,Kolkata Knight Riders,M Chinnaswamy Stadium,335982,18.0,105,10.25,65,0.0
Z Khan,Kolkata Knight Riders,M Chinnaswamy Stadium,335982,3.0,37,9.5,38.0,1.0
V Kohli,Kolkata Knight Riders,M Chinnaswamy Stadium,335982,1.0,20,16,65,0
B Akhil,Kolkata Knight Riders,M Chinnaswamy Stadium,335982,0.0,0,16,65,0
SC Ganguly,Royal Challengers Bangalore,M Chinnaswamy Stadium,335982,10.0,83,5.75,7.666666666666667,3.0
W Jaffer,Kolkata Knight Riders,M Chinnaswamy Stadium,335982,6.0,33,16,65,0
JH Kallis,Kolkata Knight Riders,M Chinnaswamy Stadium,335982,8.0,114,13.0,52.0,1.0
R Dravid,Kolkata Knight Riders,M Chinnaswamy Stadium,335982,2.0,66,16,65,0
AA Noffke,Kolkata Knight Riders,M Chinnaswamy Stadium,335982,9.0,75,10.25,41.0,1.0
DJ Hussey,Royal Challengers Bangalore,M Chinnaswamy Stadium,335982,12.0,100,16,65,0
Mohammad Hafeez,Royal Challengers Bangalore,M Chinnaswamy Stadium,335982,5.0,166,16,65,0
CL White,Kolkata Knight Riders,M Chinnaswamy Stadium,335982,6.0,60,24.0,65,0.0
AB Agarkar,Royal Challengers Bangalore,M Chinnaswamy Stadium,335982,10,70,6.25,8.333333333333334,3.0
AB Dinda,Royal Challengers Bangalore,M Chinnaswamy Stadium,335982,10,70,3.0,4.5,2.0
BB McCullum,Royal Challengers Bangalore,M Chinnaswamy Stadium,335982,158.0,205,16,65,0
LR Shukla,Royal Challengers Bangalore,M Chinnaswamy Stadium,335982,10,70,6.0,12.0,1.0
I Sharma,Royal Challengers Bangalore,M Chinnaswamy Stadium,335982,10,70,4.333333333333333,13.0,1.0
RT Ponting,Royal Challengers Bangalore,M Chinnaswamy Stadium,335982,20.0,100,16,65,0
MV Boucher,Kolkata Knight Riders,M Chinnaswamy Stadium,335982,7.0,63,16,65,0
ML Hayden,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335983,25.0,147,16,65,0
SK Raina,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335983,32.0,228,16,65,0
S Badrinath,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335983,31.0,221,16,65,0
MS Gony,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335983,10,70,10.75,43.0,1.0
M Muralitharan,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335983,10,70,8.75,35.0,1.0
MS Dhoni,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335983,2.0,66,16,65,0
MEK Hussey,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335983,116.0,214,16,65,0
KC Sangakkara,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",335983,54.0,154,16,65,0
K Goel,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",335983,24.0,120,12.5,65,0.0
S Sreesanth,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",335983,10,70,11.666666666666666,65,0.0
SM Katich,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",335983,21.0,123,16,65,0
P Amarnath,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335983,10,70,11.25,45.0,1.0
PP Chawla,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",335983,10,70,19.0,65,0.0
JR Hopes,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",335983,71.0,208,13.5,54.0,1.0
IK Pathan,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",335983,3.0,60,11.75,23.5,2.0
Joginder Sharma,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335983,10,70,11.75,47.0,1.0
WA Mota,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",335983,10,70,12.0,24.0,1.0
JDP Oram,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335983,13.0,118,9.25,65,0.0
B Lee,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",335983,10,70,9.0,36.0,1.0
Yuvraj Singh,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",335983,23.0,176,16,65,0
PA Patel,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335983,15.0,136,16,65,0
M Rawat,Delhi Daredevils,Feroz Shah Kotla,335984,2.0,50,16,65,0
R Bhatia,Rajasthan Royals,Feroz Shah Kotla,335984,10,70,4.5,6.0,3.0
SK Trivedi,Delhi Daredevils,Feroz Shah Kotla,335984,3.0,42,10.666666666666666,65,0.0
MF Maharoof,Rajasthan Royals,Feroz Shah Kotla,335984,10,70,3.5,7.0,2.0
T Kohli,Delhi Daredevils,Feroz Shah Kotla,335984,7.0,53,16,65,0
D Salunkhe,Delhi Daredevils,Feroz Shah Kotla,335984,26.0,130,11.0,65,0.0
V Sehwag,Rajasthan Royals,Feroz Shah Kotla,335984,12.0,300,16,65,0
DL Vettori,Rajasthan Royals,Feroz Shah Kotla,335984,10,70,8.75,35.0,1.0
RA Jadeja,Delhi Daredevils,Feroz Shah Kotla,335984,29.0,120,16,65,0
MM Patel,Delhi Daredevils,Feroz Shah Kotla,335984,10,70,8.333333333333334,65,0.0
YK Pathan,Delhi Daredevils,Feroz Shah Kotla,335984,10.0,200,5.666666666666667,65,0.0
B Geeves,Rajasthan Royals,Feroz Shah Kotla,335984,10,70,10.25,41.0,1.0
G Gambhir,Rajasthan Royals,Feroz Shah Kotla,335984,58.0,118,16,65,0
SR Watson,Delhi Daredevils,Feroz Shah Kotla,335984,21.0,140,7.75,31.0,1.0
S Dhawan,Rajasthan Royals,Feroz Shah Kotla,335984,52.0,118,16,65,0
M Kaif,Delhi Daredevils,Feroz Shah Kotla,335984,9.0,47,16,65,0
SK Warne,Delhi Daredevils,Feroz Shah Kotla,335984,14.0,107,8.0,65,0.0
DS Lehmann,Delhi Daredevils,Feroz Shah Kotla,335984,1.0,50,16,65,0
GD McGrath,Rajasthan Royals,Feroz Shah Kotla,335984,10,70,5.25,21.0,1.0
MV Boucher,Mumbai Indians,Wankhede Stadium,335985,39.0,195,16,65,0
SB Joshi,Mumbai Indians,Wankhede Stadium,335985,10,70,5.0,65,0.0
P Kumar,Mumbai Indians,Wankhede Stadium,335985,10,70,7.25,29.0,1.0
L Ronchi,Royal Challengers Bangalore,Wankhede Stadium,335985,8.0,80,16,65,0
Z Khan,Mumbai Indians,Wankhede Stadium,335985,10,70,5.25,5.25,4.0
Harbhajan Singh,Royal Challengers Bangalore,Wankhede Stadium,335985,2.0,100,9.0,18.0,2.0
S Chanderpaul,Mumbai Indians,Wankhede Stadium,335985,16.0,133,16,65,0
V Kohli,Mumbai Indians,Wankhede Stadium,335985,23.0,153,16,65,0
B Akhil,Mumbai Indians,Wankhede Stadium,335985,3.0,50,6.333333333333333,9.5,2.0
DJ Thornely,Royal Challengers Bangalore,Wankhede Stadium,335985,0.0,0,16,65,0
DS Kulkarni,Royal Challengers Bangalore,Wankhede Stadium,335985,10,70,6.333333333333333,19.0,1.0
R Vinay Kumar,Mumbai Indians,Wankhede Stadium,335985,10,70,10.5,65,0.0
PR Shah,Royal Challengers Bangalore,Wankhede Stadium,335985,19.0,82,16,65,0
RV Uthappa,Royal Challengers Bangalore,Wankhede Stadium,335985,48.0,126,16,65,0
JH Kallis,Mumbai Indians,Wankhede Stadium,335985,25.0,104,14.666666666666666,65,0.0
SM Pollock,Royal Challengers Bangalore,Wankhede Stadium,335985,28.0,233,4.25,65,0.0
R Dravid,Mumbai Indians,Wankhede Stadium,335985,32.0,96,16,65,0
A Nehra,Royal Challengers Bangalore,Wankhede Stadium,335985,10,70,11.25,45.0,1.0
AM Nayar,Royal Challengers Bangalore,Wankhede Stadium,335985,20.0,133,10.0,65,0.0
ST Jayasuriya,Royal Challengers Bangalore,Wankhede Stadium,335985,29.0,170,9.75,39.0,1.0
LRPL Taylor,Mumbai Indians,Wankhede Stadium,335985,23.0,176,16,65,0
PP Ojha,Kolkata Knight Riders,Eden Gardens,335986,10,70,5.0,10.0,2.0
AC Gilchrist,Kolkata Knight Riders,Eden Gardens,335986,23.0,95,16,65,0
DJ Hussey,Deccan Chargers,Eden Gardens,335986,38.0,84,11.666666666666666,35.0,1.0
Mohammad Hafeez,Deccan Chargers,Eden Gardens,335986,13.0,100,2.75,11.0,1.0
RP Singh,Kolkata Knight Riders,Eden Gardens,335986,1.0,50,6.333333333333333,19.0,1.0
M Kartik,Deccan Chargers,Eden Gardens,335986,10,70,4.25,4.25,4.0
VVS Laxman,Kolkata Knight Riders,Eden Gardens,335986,0.0,0,16,65,0
Y Venugopal Rao,Kolkata Knight Riders,Eden Gardens,335986,14.0,100,16,65,0
SB Styris,Kolkata Knight Riders,Eden Gardens,335986,6.0,85,5.0,65,0.0
AB Agarkar,Deccan Chargers,Eden Gardens,335986,10,70,9.5,9.5,2.0
AB Dinda,Deccan Chargers,Eden Gardens,335986,10,70,6.0,18.0,1.0
RG Sharma,Kolkata Knight Riders,Eden Gardens,335986,0.0,0,16,65,0
BB McCullum,Deccan Chargers,Eden Gardens,335986,5.0,100,16,65,0
I Sharma,Deccan Chargers,Eden Gardens,335986,10,70,3.3333333333333335,10.0,1.0
RT Ponting,Deccan Chargers,Eden Gardens,335986,0.0,0,16,65,0
LR Shukla,Deccan Chargers,Eden Gardens,335986,4.0,66,16,65,0
A Symonds,Kolkata Knight Riders,Eden Gardens,335986,32.0,78,12.0,65,0.0
AS Yadav,Kolkata Knight Riders,Eden Gardens,335986,10.0,100,16,65,0
SB Bangar,Kolkata Knight Riders,Eden Gardens,335986,14.0,140,6.333333333333333,65,0.0
WPUJC Vaas,Kolkata Knight Riders,Eden Gardens,335986,0.0,0,3.3333333333333335,5.0,2.0
SC Ganguly,Deccan Chargers,Eden Gardens,335986,14.0,40,16,65,0
WP Saha,Deccan Chargers,Eden Gardens,335986,10.0,58,16,65,0
SK Trivedi,Kings XI Punjab,Sawai Mansingh Stadium,335987,10,70,6.25,12.5,2.0
KC Sangakkara,Rajasthan Royals,Sawai Mansingh Stadium,335987,20.0,250,16,65,0
K Goel,Rajasthan Royals,Sawai Mansingh Stadium,335987,26.0,123,16,65,0
D Salunkhe,Kings XI Punjab,Sawai Mansingh Stadium,335987,10,70,11.0,22.0,1.0
RA Jadeja,Kings XI Punjab,Sawai Mansingh Stadium,335987,36.0,133,16,65,0
MM Patel,Kings XI Punjab,Sawai Mansingh Stadium,335987,10,70,9.0,18.0,2.0
YK Pathan,Kings XI Punjab,Sawai Mansingh Stadium,335987,7.0,116,13.0,65,0.0
S Sreesanth,Rajasthan Royals,Sawai Mansingh Stadium,335987,10,70,9.5,38.0,1.0
PP Chawla,Rajasthan Royals,Sawai Mansingh Stadium,335987,24.0,218,13.5,65,0.0
SR Watson,Kings XI Punjab,Sawai Mansingh Stadium,335987,76.0,149,9.75,65,0.0
JR Hopes,Rajasthan Royals,Sawai Mansingh Stadium,335987,16.0,100,8.5,34.0,1.0
IK Pathan,Rajasthan Royals,Sawai Mansingh Stadium,335987,12.0,63,5.25,21.0,1.0
WA Mota,Rajasthan Royals,Sawai Mansingh Stadium,335987,1.0,100,12.0,65,0.0
M Kaif,Kings XI Punjab,Sawai Mansingh Stadium,335987,5.0,62,16,65,0
DPMD Jayawardene,Rajasthan Royals,Sawai Mansingh Stadium,335987,2.0,40,16,65,0
S Sohal,Rajasthan Royals,Sawai Mansingh Stadium,335987,4.0,100,16,65,0
Kamran Akmal,Kings XI Punjab,Sawai Mansingh Stadium,335987,15.0,150,16,65,0
B Lee,Rajasthan Royals,Sawai Mansingh Stadium,335987,0.0,0,9.0,36.0,1.0
SK Warne,Kings XI Punjab,Sawai Mansingh Stadium,335987,10,70,4.75,6.333333333333333,3.0
Pankaj Singh,Kings XI Punjab,Sawai Mansingh Stadium,335987,10,70,12.0,65,0.0
Yuvraj Singh,Rajasthan Royals,Sawai Mansingh Stadium,335987,57.0,162,16,65,0
DS Lehmann,Kings XI Punjab,Sawai Mansingh Stadium,335987,17.0,100,16,65,0
A Symonds,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",335988,12.0,92,17.5,65,0.0
AS Yadav,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",335988,12.0,171,16,65,0
R Bhatia,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",335988,10,70,6.75,9.0,3.0
MF Maharoof,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",335988,10,70,9.0,18.0,2.0
SB Bangar,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",335988,8.0,57,15.0,65,0.0
WPUJC Vaas,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",335988,12.0,200,5.5,65,0.0
V Sehwag,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",335988,94.0,218,16,65,0
Mohammad Asif,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",335988,10,70,5.0,10.0,2.0
PP Ojha,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",335988,10,70,12.0,65,0.0
G Gambhir,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",335988,12.0,133,16,65,0
AC Gilchrist,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",335988,8.0,88,16,65,0
S Dhawan,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",335988,25.0,80,16,65,0
RP Singh,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",335988,1.0,100,9.0,27.0,1.0
VVS Laxman,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",335988,2.0,33,16,65,0
Y Venugopal Rao,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",335988,14.0,63,16,65,0
Shahid Afridi,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",335988,2.0,28,8.5,65,0.0
RG Sharma,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",335988,66.0,178,16,65,0
GD McGrath,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",335988,10,70,5.75,65,0.0
VY Mahesh,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",335988,10,70,9.0,36.0,1.0
MEK Hussey,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",335989,5.0,55,16,65,0
DS Kulkarni,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",335989,10,70,8.333333333333334,25.0,1.0
VS Yeligati,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",335989,10,70,16.0,65,0.0
RV Uthappa,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",335989,43.0,119,16,65,0
MA Khote,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",335989,9.0,180,10.0,15.0,2.0
SM Pollock,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",335989,17.0,94,12.0,65,0.0
P Amarnath,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",335989,10,70,14.25,57.0,1.0
A Nehra,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",335989,1.0,50,8.75,17.5,2.0
AM Nayar,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",335989,45.0,225,14.0,65,0.0
Joginder Sharma,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",335989,10,70,7.25,14.5,2.0
JDP Oram,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",335989,5.0,250,13.25,53.0,1.0
ST Jayasuriya,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",335989,20.0,166,16,65,0
PA Patel,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",335989,14.0,116,16,65,0
ML Hayden,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",335989,81.0,172,16,65,0
DJ Bravo,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",335989,24.0,141,12.333333333333334,65,0.0
SK Raina,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",335989,53.0,135,16,65,0
S Badrinath,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",335989,2.0,200,16,65,0
MS Gony,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",335989,10,70,5.75,23.0,1.0
L Ronchi,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",335989,2.0,50,16,65,0
Harbhajan Singh,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",335989,28.0,200,7.5,65,0.0
M Muralitharan,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",335989,10,70,10.0,20.0,2.0
MS Dhoni,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",335989,30.0,176,16,65,0
MM Patel,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",335990,10,70,13.75,65,0.0
YK Pathan,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",335990,61.0,210,10.0,10.0,2.0
PP Ojha,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",335990,10,70,11.5,65,0.0
AC Gilchrist,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",335990,13.0,144,16,65,0
SR Watson,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",335990,4.0,66,8.0,32.0,1.0
M Kaif,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",335990,34.0,212,16,65,0
RP Singh,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",335990,10,70,11.75,23.5,2.0
VVS Laxman,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",335990,16.0,100,16,65,0
Shahid Afridi,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",335990,10.0,250,7.0,9.333333333333334,3.0
RG Sharma,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",335990,36.0,120,16,65,0
Kamran Akmal,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",335990,12.0,133,16,65,0
SK Warne,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",335990,22.0,244,11.75,23.5,2.0
Pankaj Singh,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",335990,4.0,133,7.0,65,0.0
GC Smith,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",335990,71.0,154,16,65,0
A Symonds,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",335990,117.0,205,15.666666666666666,65,0.0
AS Yadav,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",335990,16.0,160,16,65,0
SK Trivedi,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",335990,10,70,12.333333333333334,65,0.0
D Kalyankrishna,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",335990,10,70,10.0,30.0,1.0
WPUJC Vaas,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",335990,10,70,10.5,42.0,1.0
D Salunkhe,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",335990,1.0,100,9.0,65,0.0
RA Jadeja,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",335990,1.0,33,16,65,0
SS Tiwary,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335991,17.0,170,16,65,0
RR Sarwan,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",335991,7.0,77,16,65,0
DJ Bravo,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335991,23.0,104,9.0,65,0.0
L Ronchi,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335991,11.0,122,16,65,0
Harbhajan Singh,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335991,0.0,0,8.25,8.25,4.0
KC Sangakkara,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",335991,94.0,162,16,65,0
K Goel,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",335991,18.0,85,16,65,0
DS Kulkarni,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335991,2.0,11,9.5,12.666666666666666,3.0
RV Uthappa,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335991,21.0,110,16,65,0
MA Khote,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335991,8.0,114,11.0,65,0.0
S Sreesanth,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",335991,0.0,0,7.75,15.5,2.0
SM Pollock,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335991,22.0,104,10.0,40.0,1.0
VRV Singh,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",335991,4.0,200,10.0,40.0,1.0
PP Chawla,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",335991,0.0,0,4.0,8.0,2.0
A Nehra,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335991,2.0,20,7.333333333333333,11.0,2.0
AM Nayar,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335991,2.0,66,16,65,0
IK Pathan,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",335991,6.0,200,4.75,9.5,2.0
DPMD Jayawardene,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",335991,12.0,171,16,65,0
S Sohal,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",335991,0.0,0,16,65,0
B Lee,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",335991,16.0,177,2.5,5.0,2.0
ST Jayasuriya,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",335991,1.0,14,16,65,0
Yuvraj Singh,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",335991,18.0,200,16,65,0
SB Joshi,Rajasthan Royals,M Chinnaswamy Stadium,335992,3.0,37,6.75,27.0,1.0
Sohail Tanvir,Royal Challengers Bangalore,M Chinnaswamy Stadium,335992,10,70,8.0,65,0.0
P Kumar,Rajasthan Royals,M Chinnaswamy Stadium,335992,34.0,113,14.0,42.0,1.0
Z Khan,Rajasthan Royals,M Chinnaswamy Stadium,335992,17.0,94,6.25,25.0,1.0
S Chanderpaul,Rajasthan Royals,M Chinnaswamy Stadium,335992,2.0,22,16,65,0
SK Trivedi,Royal Challengers Bangalore,M Chinnaswamy Stadium,335992,10,70,7.25,29.0,1.0
V Kohli,Rajasthan Royals,M Chinnaswamy Stadium,335992,13.0,81,16,65,0
R Vinay Kumar,Rajasthan Royals,M Chinnaswamy Stadium,335992,1.0,100,7.5,65,0.0
A Kumble,Rajasthan Royals,M Chinnaswamy Stadium,335992,10,70,5.5,65,0.0
YK Pathan,Royal Challengers Bangalore,M Chinnaswamy Stadium,335992,21.0,175,10.0,65,0.0
MM Patel,Royal Challengers Bangalore,M Chinnaswamy Stadium,335992,10,70,6.666666666666667,10.0,2.0
JH Kallis,Rajasthan Royals,M Chinnaswamy Stadium,335992,11.0,110,7.0,65,0.0
R Dravid,Rajasthan Royals,M Chinnaswamy Stadium,335992,0.0,0,16,65,0
SR Watson,Royal Challengers Bangalore,M Chinnaswamy Stadium,335992,61.0,141,5.0,6.666666666666667,3.0
M Kaif,Royal Challengers Bangalore,M Chinnaswamy Stadium,335992,4.0,66,16,65,0
SK Warne,Royal Challengers Bangalore,M Chinnaswamy Stadium,335992,10,70,6.0,12.0,2.0
LRPL Taylor,Rajasthan Royals,M Chinnaswamy Stadium,335992,44.0,209,16,65,0
GC Smith,Royal Challengers Bangalore,M Chinnaswamy Stadium,335992,49.0,116,16,65,0
MV Boucher,Rajasthan Royals,M Chinnaswamy Stadium,335992,4.0,40,16,65,0
M Rawat,Royal Challengers Bangalore,M Chinnaswamy Stadium,335992,0.0,0,16,65,0
WP Saha,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",335993,27.0,168,16,65,0
P Amarnath,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",335993,10,70,7.5,15.0,2.0
Mohammad Hafeez,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",335993,16.0,66,8.0,65,0.0
Joginder Sharma,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",335993,10,70,8.0,16.0,2.0
JDP Oram,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",335993,10,70,8.0,10.666666666666666,3.0
DJ Hussey,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",335993,0.0,0,10.0,65,0.0
M Kartik,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",335993,3.0,100,11.333333333333334,65,0.0
AB Agarkar,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",335993,11.0,122,6.666666666666667,20.0,1.0
BB McCullum,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",335993,24.0,200,16,65,0
AB Dinda,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",335993,10,70,8.333333333333334,65,0.0
PA Patel,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",335993,21.0,70,16,65,0
I Sharma,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",335993,4.0,133,9.333333333333334,65,0.0
ML Hayden,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",335993,70.0,140,16,65,0
LR Shukla,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",335993,42.0,120,9.5,65,0.0
RT Ponting,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",335993,0.0,0,16,65,0
MS Gony,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",335993,10,70,10.0,20.0,2.0
M Muralitharan,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",335993,10,70,3.25,65,0.0
MS Dhoni,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",335993,43.0,159,16,65,0
SC Ganguly,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",335993,12.0,57,16,65,0
RV Uthappa,Deccan Chargers,Dr DY Patil Sports Academy,335994,6.0,120,16,65,0
MA Khote,Deccan Chargers,Dr DY Patil Sports Academy,335994,7.0,70,16,65,0
PP Ojha,Mumbai Indians,Dr DY Patil Sports Academy,335994,10,70,7.0,65,0.0
SM Pollock,Deccan Chargers,Dr DY Patil Sports Academy,335994,31.0,100,16.5,65,0.0
AM Rahane,Deccan Chargers,Dr DY Patil Sports Academy,335994,0.0,0,16,65,0
DNT Zoysa,Mumbai Indians,Dr DY Patil Sports Academy,335994,10,70,7.5,30.0,1.0
AC Gilchrist,Mumbai Indians,Dr DY Patil Sports Academy,335994,109.0,218,16,65,0
A Nehra,Deccan Chargers,Dr DY Patil Sports Academy,335994,10,70,9.5,65,0.0
AM Nayar,Deccan Chargers,Dr DY Patil Sports Academy,335994,34.0,170,22.0,65,0.0
RP Singh,Mumbai Indians,Dr DY Patil Sports Academy,335994,10,70,4.75,9.5,2.0
VVS Laxman,Mumbai Indians,Dr DY Patil Sports Academy,335994,37.0,137,16,65,0
Shahid Afridi,Mumbai Indians,Dr DY Patil Sports Academy,335994,10,70,8.25,16.5,2.0
ST Jayasuriya,Deccan Chargers,Dr DY Patil Sports Academy,335994,18.0,78,10.5,65,0.0
DJ Bravo,Deccan Chargers,Dr DY Patil Sports Academy,335994,34.0,188,15.5,65,0.0
L Ronchi,Deccan Chargers,Dr DY Patil Sports Academy,335994,13.0,118,16,65,0
SD Chitnis,Deccan Chargers,Dr DY Patil Sports Academy,335994,10,70,10.5,65,0.0
D Kalyankrishna,Mumbai Indians,Dr DY Patil Sports Academy,335994,10,70,11.5,65,0.0
SB Bangar,Mumbai Indians,Dr DY Patil Sports Academy,335994,10,70,8.75,17.5,2.0
DS Kulkarni,Deccan Chargers,Dr DY Patil Sports Academy,335994,10,70,8.0,65,0.0
PP Chawla,Delhi Daredevils,"Punjab Cricket Association Stadium, Mohali",335995,10,70,7.25,65,0.0
